Дата,Текст
2025-05-20 12:20:02,"**🔻""Префы"" ""Сургутнефтегаза"" снизились на 1,8% после рекомендации СД дивидендов за 2024 год**

Привилегированные акции ""Сургутнефтегаза"" в ходе торгов на Московской бирже во вторник снизились на 1,8% (до 51,8 рубля за штуку) после рекомендации совета директоров компании размера дивидендных выплат за 2024 год; при этом снижение котировок обыкновенных акций составило около 0,5% (до 22,7 рубля за штуку).

@ifax_go"
2025-05-20 12:05:17,"**В Минфине ожидают IPO госкорпорации ""****ДОМ.РФ****"" в ноябре**

Замминистра финансов РФ Алексей Моисеев рассчитывает на проведение IPO госкорпорации ""ДОМ.РФ"" в ноябре, по-прежнему планируется продать 5% акций, сообщил замминистра финансов РФ Алексей Моисеев.

__""Они работают с инвестбанками, которые им советуют, как сделать. Поэтому мы идем по плану. Декабрь, конечно, месяц плохой и надо выходить на ноябрь с точки зрения размещения. Но исхожу из того, что в ноябре это все произойдет"",__ - сказал он журналистам.

__""По объему мы хотим продать 5% для начала, как некий пробный шар. Если получится больше, то продадим больше"", -__ сообщил также Моисеев.

По его словам, правительство поддержало концепцию по внедрению системы мотивации для менеджмента компании. __""Сейчас будем ее реализовывать"", __- сказал замминистра. Также правительство поддержало внедрение независимых директоров: __""Сейчас они на рассмотрении, чтобы успеть к ГОСА"".__

@ifax_go"
2025-05-20 12:02:46,"**Совет директоров Сургутнефтегаза рекомендовал дивиденды на преф - 8,5 руб., на ао - 0,9 рубля**

Совет директоров ""Сургутнефтегаза"" рекомендовал дивиденды на привилегированную акцию - 8,5 руб., на обыкновенную - 0,9 руб., сообщила компания.

Компания установила 17 июля 2025 года в качестве даты, на которую определяются лица, имеющие право на получение дивидендов.

Как сообщалось, годовое собрание акционеров компании, где будет рассмотрена рекомендация СД по дивидендам, пройдет в заочной форме 27 июня.

""Сургутнефтегаз"" не раскрывал отчетность за 2024 год. Рекомендуемые дивиденды оказались ниже прогноза аналитиков.

Опрошенные ""Интерфаксом"" аналитики российских банков и инвесткомпаний предполагают, что в 2024 году чистая прибыль по РСБУ снизилась примерно на 23%, до 1,026 трлн рублей (консенсус-прогноз). 

@ifax_go"
2025-05-20 11:02:29,"**🗣Глава ""СИБУРа"" об IPO: ждем удачного момента и решения акционеров**

__""Ждем удачного момента и решения акционеров""__, - заявил ""Интерфаксу"" глава компании Михаил Карисалов.

Карисалов также подтвердил, что суверенный фонд ОАЭ стал акционером ""СИБУРа"".

В декабре прошлого года совет директоров ""СИБУР Холдинга"" принял решение об обращении компании с заявлением о листинге обыкновенных акций на АО ""Восточная биржа"".

Компания заявляла о планах провести в 2024 году первичное размещение акций (IPO), при этом инвесторам будет предложен небольшой пакет - всего около 2% акций. Как ожидалось, в сделке будут и cash-in, и cash-out компоненты. Опцией cash-out воспользуются, в частности, бывшие акционеры ""ТАИФа"" (этот холдинг вошел в состав ""СИБУРа"" в 2021 году).

СМИ писали, что основными покупателями станут якорные инвесторы, которые уже подтвердили интерес к сделке.

@ifax_go"
2025-05-20 10:46:51,"❗️ **Лондон расширил санкционные списки по РФ, добавил в них 20 физлиц и 62 структуры**

Санкции введены, в частности, против Санкт-петербургской валютной биржи, Агентства по страхованию вкладов.

В санкционный список добавлена целая группа депозитариев и регистраторов, среди которых ""Р.О.С.Т."", ""Спецдепозитарий ""Инфинитум"", ""ДРАГА"", ""Сургутинвестнефть"", регистратор ""Регион"", ""ВТБ Регистратор"", ""ВТБ Спецдепозитарий"", РДЦ ""Паритет"", ""Новый регистратор"", ""Реестр-РН"", спецдепозитарий ""Гарант"", ""Оборонрегистр"", ""Реком"" и другие.

Также Великобритания ввела санкции против ""Метафракс Кемикалс"". 

__Фото: Leon Neal/Getty Images__

@interfaxonline"
2025-05-20 10:13:19,"**""Цифровые привычки"" разместили 30 млн акций в рамках pre-IPO по цене 30 руб. за бумагу**

АО ""Цифровые привычки"" (группа компаний, занимающаяся разработкой решений и предоставлением ИТ-услуг в области финтеха) разместило 30 млн акций (около 17% уставного капитала) в рамках pre-IPO, говорится в сообщении компании.

Фактическая цена размещения составила 30 рублей за бумагу. Оплата осуществлялась только денежными средствами.

С учетом объема размещения, ""Цифровые привычки"" смогли привлечь в рамках pre-IPO 900 млн рублей.

Компания рассчитывает, что ее акции под тикером DGTL будут допущены к торгам на внебиржевом рынке МосБиржи в режиме OTC: Акции Т+.

""Цифровые привычки"" рассматривают возможность проведения IPO на МосБирже в течение ближайших 2-3 лет.

@ifax_go"
2025-05-20 09:15:19,"**Совет директоров МТС-банка рекомендовал выплатить дивиденды за 2024 год в размере 89,31 руб./акция **

Совет директоров МТС-банка принял решение рекомендовать собранию акционеров направить на дивиденды по итогам 2024 года 25% от чистой прибыли по МСФО, сообщила кредитная организация.

Выплата на одну обыкновенную акцию может составить 89,31 руб.

Годовое собрание акционеров банка состоится 27 июня.

@ifax_go"
2025-05-20 09:12:28,"**Повышение цели по инфляции навредит экономике, ЦБ думает о снижении таргета, но пока не пришло время - Набиуллина**

__""Начиная с 2023 года мы видим, что рост инфляции не связан со структурными изменениями, он связан с перегретым спросом. Спрос систематически превышал возможности предложения. И поэтому, на наш взгляд, сейчас нет никаких оснований, это просто будет вредно для экономики, если мы будем прислушиваться к тем, кто предлагает увеличить цель""__, - заявила председатель ЦБ Эльвира Набиуллина на Альфа-саммите, организованном Альфа-банком.

Глава ЦБ напомнила, что проведенный в 2023 году обзор денежно-кредитной политики, наоборот, указал на предпосылки для снижения таргета. __""Наши эксперты показали с использованием моделей, что для нашей страны, для благосостояния, для развития, скорее, даже показано уменьшение цели по инфляции. Понятно, в условиях, в которых мы сегодня находимся, мы к этому не можем перейти пока. Но если и думать об изменении цели по инфляции, мы думаем в сторону ее снижения"", __- отметила Набиуллина.

Набиуллина заявила, что практически во всех развивающихся странах цель по инфляции ниже 4%. __""Мы - страна с одним из самых высоких показателей таргетируемой инфляции. И когда у вас высокий таргет по инфляции, у вас внутри цены ходят гораздо больше""__, - подчеркнула она.

@ifax_go"
2025-05-20 08:15:16,"🗣**Уровень ставок сейчас способствует устойчивому снижению инфляции, рисков кредитного сжатия нет - ЦБ**

__""В последние месяцы, в марте-апреле, мы видим достаточно устойчивый рост кредитования (корпоративного - ИФ). Вместе с облигациями, в которые тоже банки активно вкладываются, корпоративные. В целом где-то по 1% прироста в месяц. Это, конечно, нельзя никак назвать кредитным сжатием. Поэтому, на наш взгляд, ситуация управляемая. И сейчас такой реальный уровень ставок, который необходим как раз для устойчивого снижения инфляции"",__ - сказала директор департамента финансовой стабильности ЦБ Елизавета Данилова на ежегодном банковском форуме, организованном ""Эксперт РА"".

__""Мы ожидаем, что нам удастся добиться цели по инфляции без неблагоприятных последствий для экономики. То есть ожидаем как раз, что у нас будет мягкая посадка без кредитного сжатия"",__ - добавила она.

@ifax_go"
2025-05-20 07:09:32,"🇷🇺**Рынок акций РФ открылся в основную сессию снижением индексов МосБиржи и РТС на 0,9%**

Рынок акций РФ на старте торгов основной сессии на Мосбирже во вторник снижается из-за опасений инвесторов, что процесс урегулирования конфликта вокруг Украины может затянуться после состоявшегося накануне телефонного разговора президентов России и США; индексы МосБиржи и РТС за минуту торгов просели на 0,9%, лидируют в снижении акции ""Газпрома"" (-1,7%), ""Группы компаний ПИК"" (-1,7%).

К 10:01 МСК индекс МосБиржи составил 2856,94 пункта (-0,9%), индекс РТС - 1119,21 пункта (-0,9%); цены большинства ""голубых фишек"" на Мосбирже снизились в пределах 1,3%.

Официальный курс доллара США, установленный ЦБ РФ с 20 мая, составляет 80,4137 руб. (-35,52 копейки).

@ifax_go"
2025-05-20 07:07:40,"**Рубль утром немного снижается в паре с юанем **

По итогам первой минуты торгов курс юаня составил 11,097 руб. (+1,8 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 2,09 коп. ниже уровня действующего официального курса.

@ifax_go"
2025-05-20 06:40:38,"**""Промомед"" в I квартале увеличил выручку в 1,9 раза**

Группа ""Промомед"" в январе-марте 2025 года увеличила выручку на 86% по сравнению с аналогичным периодом прошлого года, до 4,485 млрд рублей, говорится в сообщении компании со ссылкой на управленческую отчетность.

Доля выручки от реализации инновационных продуктов выросла до 69% (58% в первом квартале 2024 года).

Компания подтверждает финансовый прогноз на 2025 год - рост выручки на 75% при рентабельности EBITDA более 40%.

@ifax_go"
2025-05-20 06:04:01,"**Мосбиржа 20 мая начинает торги фьючерсами на кофе**

Торги расчетными фьючерсами на кофе стартуют на срочном рынке ""Московской биржи"" во вторник.

Согласно пресс-релизу биржи, контракты отражают динамику биржевой цены на кофейные зерна из различных стран Африки, Центральной и Южной Америки, а также других регионов - производителей кофе.

Ключевые параметры фьючерсного контракта: торговый код - COFFEE (короткий код - KC); базовый актив - кофе сорта арабика, торгуемый на зарубежных рынках; котировка - $/1 фунт; лот контракта - 10 фунтов (около 3 100 рублей); сроки исполнения: пять раз в год - в феврале, апреле, июне, августе и ноябре.

@ifax_go"
2025-05-20 05:54:21,"🛢**Brent торгуется у $65,33 за баррель**

Цены на нефть слабо снижаются во вторник, трейдеры продолжают следить за развитием диалога США и Ирана, а также ситуацией вокруг Украины.

Стоимость июльских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:15 мск составляет $65,33 за баррель, что на $0,21 (0,32%) ниже, чем на закрытие предыдущих торгов. 

Фьючерсы на нефть WTI на июль на электронных торгах Нью-Йоркской товарной биржи подешевели к этому времени на $0,19 (0,31%), до $61,95 за баррель. 

@ifax_go"
2025-05-20 05:46:39,"🇺🇸**Фондовые индексы США завершили торги в понедельник небольшим ростом**

Американские фондовые индексы завершили торги в понедельник небольшим ростом, восстановив потери, понесенные ранее в ходе сессии на новостях о том, что рейтинговое агентство Moody's Ratings понизило суверенный рейтинг Соединенных Штатов.

Среди компаний ""великолепной семерки"" бумаги Tesla Inc. и Apple Inc. снизились в цене на 2,3% и 1,2% соответственно. 

Капитализация Microsoft Corp. увеличилась на 1%, Amazon.com Inc. - на 0,3%, Alphabet Inc. - на 0,2%, Nvidia Corp. - на 0,1%. Котировки акций Meta (признана в РФ экстремистской организацией и запрещена) завершили торги минимальным ростом, на 0,01%.

🔺Индекс Dow Jones поднялся на 0,32% и составил 42792,07 пункта.

🔺Значение S&P 500 повысилось на 0,09% - до 5963,6 пункта.

🔺Nasdaq прибавил 0,02%, составив 19215,46 пункта.

@ifax_go"
2025-05-19 17:20:35,"**Краткий обзор экономической повестки дня:**

🔹 Совкомбанк может перенести выплату дивидендов за 2024 год на второе полугодие 2025 года из-за снижения достаточности капитала ниже закрепленного в дивидендной политике уровня.

🔹 Оборот ПАО ""Софтлайн"" I квартале 2025 года составил 24 млрд рублей, что на 12% больше, чем за аналогичный период 2024 года.

🔹 Выручка ГК ""Абрау-Дюрсо"" по МСФО в 2024 году составила 15,798 млрд рублей, что на 26% больше, чем в 2023 году.

🔹 Дивиденды ""Абрау-Дюрсо"" по итогам 2024 года могут составить 5,01 руб. на акцию, сообщил президент, председатель совета директоров компании Павел Титов.

🔹 Инвесторы с 20 мая смогут заключать сделки с корпоративными облигациями на вечерней сессии фондового рынка ""Московской биржи"".

🔹 Наблюдающееся замедление темпов роста кредитования и охлаждение экономики дает Банку России больше возможностей для принятия решений в части денежно-кредитной политики, заявил министр финансов РФ Антон Силуанов.

🔹 Совет директоров ПАО ""Нижнекамскнефтехим"" (НКНХ, входит в ""СИБУР"") рекомендовал выплатить дивиденды по итогам 2024 года из расчета 2,93 рубля на все виды акций.

🔹 МКПАО ""Хэдхнатер"" 24 июня проведет годовое собрание акционеров компании, совет директоров рекомендует не осуществлять дополнительную выплату дивидендов по итогам 2024 года.

🔹 Совет директоров МКПАО ""Т-Технологии"" 21 мая рассмотрит вопрос о выплате дивидендов по итогам работы группы в I квартале 2025 года.

#итогидня
@ifax_go"
2025-05-19 15:58:41,"🇷🇺**Рынок акций РФ начал неделю с роста **

Рынок акций РФ в понедельник подрос в ожидании анонсированного телефонного разговора президентов США и России для обсуждения пути прекращения украинского конфликта; внешние фондовые площадки подавали смешанные сигналы, подорожала нефть. Индекс МосБиржи превысил 2880 пунктов, локомотивом роста выступили акции ""Газпрома"" (+3,1%) и ""НОВАТЭКа"" (+2,5%).

По итогам основных торгов индекс МосБиржи составил 2882,63 пункта (+1,5%), индекс РТС - 1129,27 пункта (+1,9%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 5,8%.

Официальный курс доллара США, установленный ЦБ РФ с 20 мая, составил 80,4137 руб. (-35,52 копейки).

@ifax_go"
2025-05-19 15:37:28,"🛢**Brent подорожала до $65,47 за баррель**

Цены на нефть перешли к слабому росту, восстановив потери, понесенные ранее в ходе торгов.

Июльские фьючерсы на сорт Brent на лондонской бирже ICE Futures по данным на 18:19 мск торгуются по $65,47 за баррель, на $0,06 (0,09%) выше уровня закрытия торгов в пятницу.

Фьючерсы на нефть WTI на июнь на торгах Нью-Йоркской товарной биржи дорожают на $0,19 (0,3%), до $62,68 за баррель.

@ifax_go"
2025-05-19 15:11:30,"**Официальные курсы ЦБ РФ с 20 мая - 80,4137 руб./$1 и 90,5098 руб.****/EUR1**

@interfaxonline"
2025-05-19 15:10:55,"🗓**HeadHunter проведет годовое собрание акционеров 24 июня**

МКПАО ""Хэдхантер"" (HeadHunter, HH) 24 июня проведет годовое собрание акционеров компании, говорится в сообщении компании на ленте раскрытия.

В повестку ГОСА включены вопросы об утверждении новой редакции устава, назначении аудитора, а также распределении дивидендов __""за исключением выплаты (объявления) дивидендов по результатам первого квартала, полугодия, девяти месяцев отчетного года) и убытков общества по результатам отчетного года"".__

При этом в сообщении компании говорится, что совет директоров рекомендует __""**не осуществлять дополнительную выплату дивидендов** **по итогам 2024 года**"".__

__""Выплата дивидендов, произведенная компанией в декабре 2024 года, эквивалентна всей свободной денежной позиции на конец года. Таким образом, с учётом ранее нераспределённой прибыли, общая сумма выплаты составила около 40 млрд рублей, или 907 рублей на акцию. В связи с этим совет директоров рекомендует общему собранию акционеров не осуществлять дополнительную выплату дивидендов по итогам 2024 года. Вместе с тем компания видит возможность для выплаты промежуточного дивиденда по итогам I полугодия 2025 года в третьем квартале 2025"", __- объясняется рекомендация совета директоров.

@ifax_go"
2025-05-19 15:07:06,"🇺🇸**Руководители ФРС считают целесообразной выжидательную позицию в денежно-кредитной политике**

Центральный банк должен обеспечить, чтобы рост цен, вызванный изменениями в политике Вашингтона, не привел к устойчивому ускорению инфляции, заявил заместитель председателя Федеральной резервной системы (ФРС) Филип Джефферсон.

__""Важно следить за тем, чтобы любое повышение уровня цен не превращалось в устойчивый рост инфляции"",__ - сказал он, выступая на конференции Федерального резервного банка (ФРБ) Атланты в понедельник.

__""Учитывая уровень неопределенности, с которым мы сейчас сталкиваемся, я считаю, что нам следует подождать и посмотреть, как будет развиваться политика и каким будет ее влияние""__, - сказал Джефферсон.

В пользу выжидательной позиции высказался также президент ФРБ Нью-Йорка Джон Уильямс. Он отметил высокую неопределенность экономических перспектив, добавив, что могут пройти месяцы, прежде чем статданные внесут в ситуацию больше ясности.

Уильямс считает, что центральному банку следует подождать, пока тенденции, на которые указывают результаты опросов, не проявятся в показателях безработицы, инфляции и других статданных. Получить более ясное представление о том, в каком направлении движется экономика, вряд ли будет возможно раньше ближайшего заседания ФРС, которое пройдет 18 июня.

@ifax_go"
2025-05-19 14:16:31,"**""Нижнекамскнефтехим"" может выплатить 2,93 руб. на акцию за 2024 год**

Совет директоров ПАО ""Нижнекамскнефтехим""(НКНХ, входит в ""СИБУР"") рекомендовал выплатить дивиденды по итогам 2024 года из расчета 2,93 рубля на все виды акций, говорится в сообщении компании.

Всего на выплату дивидендов рекомендовано направить 5,36 млрд рублей, а остальную часть чистой прибыли - оставить в распоряжении общества.

Датой, на которую определяются лица, имеющие право на получение дивидендов рекомендовано установить 1 июля.

@ifax_go"
2025-05-19 14:05:20,"**🇺🇸Фондовые индексы США снижаются в начале торгов в понедельник**

Американские фондовые индексы опускаются в начале торгов в понедельник.

Негативное влияние на настроения инвесторов и привлекательность американских бумаг оказали новости о том, что рейтинговое агентство Moody's Ratings понизило долгосрочный кредитный рейтинг США до ""Aa1"" с ""Aaa"" на опасениях по поводу растущего госдолга и дефицита бюджета.

Министр финансов США Скотт Бессент назвал рейтинг Moody's __""отстающим индикатором""__ и заявил, что администрация президента Дональда Трампа ускорит рост американской экономики, что компенсирует рост бюджетных расходов.

🔻Индекс Dow Jones по данным на 16:55 мск снизился на 0,16% и составил 42584,81 пункта.

🔻Значение S&P 500 уменьшилось на 0,54% - до 5926,08 пункта.

🔻Nasdaq опустился на 0,77%, составив 19058,7 пункта.

@ifax_go"
2025-05-19 13:24:39,"**🗣Торможение кредита и охлаждение экономики расширяет возможности ЦБ для решений по ДКП - Силуанов**

__""Мы видим, что темпы, особенно корпоративного, кредитования снижаются, потребительского кредитования снижаются, поэтому видим, что и динамика экономического роста тоже охлаждается. Поэтому, мне кажется, что у ЦБ есть большое поле для возможностей в принятии решений по денежно-кредитной политике""__, - сказал министр финансов РФ Антон Силуанов журналистам.

__""Очередное заседание будет в следующем месяце, посмотрим, какие решения примет наш регулятор"",__ - отметил министр.

Следующее заседание совета директоров Банка России по ставке пройдет 6 июня.

@ifax_go"
2025-05-19 11:58:47,"**Мосбиржа с 20 мая допустит корпоративные облигации к вечерним торгам**

Инвесторы с 20 мая смогут заключать сделки с корпоративными облигациями на вечерней сессии фондового рынка ""Московской биржи"", говорится в сообщении торговой площадки.

Инвесторам будут доступны 100 облигаций 37 российских компаний. В дальнейшем список планируется дополнять новыми выпусками.

Вечерние торги проходят с 19:00 до 23:50 мск.

Таким образом, общее количество инструментов, доступных инвесторам во время проведения вечерних торгов на фондовом рынке Мосбиржи, достигнет 418, включая акции, облигации федерального займа, корпоративные облигации (включая замещающие) и паи фондов.

@ifax_go"
2025-05-19 11:05:27,"**✍️ЦБ планирует в III квартале переиздать указание о видах ЦФА, доступных для ""неквалов""**

Банк России в рамках устранения регуляторного арбитража между цифровыми финансовыми активами (ЦФА) и облигациями планирует в третьем квартале 2025 года переиздать указание, которое определяет ЦФА, доступные для неквалифицированных инвесторов, заявила заместитель директора департамента инфраструктуры финансового рынка ЦБ Кристина Алешина.

__""И рынок нам писал, и мы сами в рамках практики увидели, что сейчас в действующем указании, какие доступны ЦФА для квалицированных инвесторов, какие для неквалифицированных инвесторов, есть так называемый регарбитраж между традиционными финансовыми инструментами, облигациями. И в третьем квартале этого года у нас уже запланировано переиздание указания 5635-У, где мы хотим вот этот лаг немного исправить"",__ - сказала Алешина во время выступления на Петербургском международном юридическом форуме.

__""Например, раньше ЦФА, то есть сейчас, извините, сейчас по действующему указанию, ЦФА, которое зависит от ключевой ставки Центрального банка, оно недоступно для неквалифицированных инвесторов без лимита, а для облигаций - они доступны. Поэтому вот такие вещи мы хотим поправить с учетом двухлетней практики"",__ - добавила она.

По ее словам, в июне указание будет опубликовано для обсуждения с рынком и оценки регулирующего воздействия.

@ifax_go"
2025-05-19 09:32:13,"🔻**Еврокомиссия понизила прогноз роста ВВП России на 2025 год до 1,7%**

Экономика России увеличится на 1,7% в 2025 году и на 1,2% в 2026 году, прогнозирует Еврокомиссия (ЕК).

Предыдущие прогнозы ЕК предполагали увеличение ВВП РФ на 1,8% и 1,6% соответственно.

@ifax_go"
2025-05-19 09:10:06,"🇪🇺**Инфляция в еврозоне в апреле осталась на уровне 2,2%**

Потребительские цены в еврозоне в апреле увеличились на 2,2% в годовом выражении, говорится в отчете статистического управления Европейского союза, представившего окончательные данные.

Таким образом, инфляция осталась на уровне предыдущего месяца.

Результат совпал с предварительной оценкой и консенсус-прогнозом опрошенных Trading Economics аналитиков.

@ifax_go"
2025-05-19 08:46:49,"🗣**Дивиденды ""Абрау-Дюрсо"" по итогам 2024 года могут составить 5,01 руб. на акцию**

Дивиденды ""Абрау-Дюрсо"" по итогам 2024 года могут составить 5,01 руб. на акцию, сообщил президент, председатель совета директоров компании Павел Титов на пресс-конференции в центральном офисе ""Интерфакса"" в понедельник.

__""Совет директоров планирует рекомендовать собранию акционеров выплатить по 5,01 рубля на акцию, в общей цифре это 545 с небольшим млн рублей, - сказал он. - И мы рассматриваем дополнительный платеж в конце года. Но сейчас не можем его озвучивать как 100%-ный"".__

Титов также сообщил, что летом, скорее всего в июле, компания планирует разместить облигации.

@ifax_go"
2025-05-19 08:17:10,"🥂**Выручка ""Абрау-Дюрсо"" по МСФО в 2024 году выросла на 26%**

Выручка ГК ""Абрау-Дюрсо"", ведущего производителя игристых вин в РФ, по МСФО в 2024 году составила 15,798 млрд рублей, что на 26% больше, чем в 2023 году, сообщается в презентации компании, представленной на пресс-конференции в центральном офисе ""Интерфакса"" в понедельник.

В 2023 году выручка была на уровне 12,525 млрд рублей.

Чистая прибыль увеличилась на 43%, до 1,837 млрд рублей с 1,281 млрд рублей в 2023 году, EBITDA - на 51%, до 4,307 млрд рублей с 2,857 млрд рублей, что стало рекордным показателем для компании.

@ifax_go"
2025-05-19 07:10:46,"**Рубль утром растет в паре с юанем**

По итогам первой минуты торгов курс юаня составил 11,131 руб. (-4,75 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 2,83 коп. ниже уровня действующего официального курса.

@ifax_go"
2025-05-19 07:10:18,"🇷🇺**Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 1,4%**

Рынок акций РФ на старте торгов основной сессии на Мосбирже в понедельник подрос, отыгрывая новости о планируемом телефонном разговоре президентов США и России для обсуждения пути прекращения украинского конфликта; сдерживающими факторами выступают ухудшение внешней фондовой конъюнктуры и проседающая нефть. Индексы МосБиржи и РТС за минуту основных торгов прибавили по 1,4% к уровню закрытия основной сессии в пятницу; лидируют в росте акции ""НОВАТЭКа"" (+3%) и ""Газпрома"" (+2,9%).

К 10:01 МСК индекс МосБиржи составил 2881,02 пункта (+1,4%), индекс РТС - 1123,68 пункта (+1,4%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 2,6%.

Официальный курс доллара США, установленный ЦБ РФ с 17 мая, составляет 80,7689 руб. (+45,55 копейки).

@ifax_go"
2025-05-19 06:31:21,"**Оборот ""Софтлайна"" в I квартале вырос на 12% **

Оборот ПАО ""Софтлайн"" I квартале 2025 года составил 24 млрд рублей, что на 12% больше, чем за аналогичный период 2024 года, говорится в сообщении компании.

В структуре оборота 37% (8,8 млрд рублей) пришлось на оборот от продажи собственных решений группы.

Показатель скорр. EBITDA составил 1,8 млрд рублей, увеличившись на 3%. Рентабельность по скорр. EBITDA (как процент от оборота) сократилась до 7,6% с 8,2%.

Валовая прибыль увеличилась на 19% - до 9,3 млрд рублей. Доля валовой прибыли, полученной группой от продажи решений собственного производства, составила 73%. В результате валовая рентабельность достигла 38,8% - максимального значения за всю историю ПАО ""Софтлайн"".

Группа зафиксировала чистую прибыль в размере 744,6 млн рублей, что в 3,3 раза превышает показатель за I квартал 2024 года.

@ifax_go"
2025-05-19 06:03:59,"🛢**Brent подешевела до $65,03 за баррель**

Цены на нефть слабо снижаются утром в понедельник после роста по итогам прошлой недели.

Стоимость июльских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:12 мск опускается на $0,38 (0,58%), до $65,03 за баррель. 

Фьючерсы на нефть WTI на июнь на электронных торгах Нью-Йоркской товарной биржи снизились к этому времени на $0,31 (0,5%), до $62,18 за баррель. 

@ifax_go"
2025-05-19 05:56:11,"🇺🇸**Moody's лишило США наивысшего кредитного рейтинга**

Международное рейтинговое агентство Moody's Ratings понизило долгосрочный кредитный рейтинг США до ""Aa1"" с ""Aaa"" на опасениях по поводу растущего госдолга и дефицита бюджета.

Таким образом, Moody's последним из ""большой тройки"" рейтинговых агентств лишило крупнейшую экономику мира наивысшего рейтинга. Ранее это сделали S&P Global Ratings и Fitch Ratings.

Прогноз для рейтинга изменен с ""негативного"" на ""стабильный"".

__""Мы признаем существенную силу США в экономическом и финансовом плане, однако мы считаем, что эти преимущества более не компенсируют в полной мере ухудшение бюджетных показателей"",__ - говорится в пресс-релизе Moody's.

Годовой дефицит федерального бюджета США составляет почти $2 трлн, или свыше 6% американского ВВП. По мнению Бюджетного управления Конгресса (Congressional Budget Office, CBO), госдолг может достичь 107% ВВП к 2029 году, став рекордным с окончания Второй мировой войны.

@ifax_go"
