Дата,Текст
2025-03-26 14:14:11,"**Курс рубля с ростом импорта будет приближаться к прогнозам, заложенным в проектировки бюджета - Силуанов**

__""Укрепление или ослабление рубля, конечно, влияет на экономических агентов. Предположим, слабый рубль удобен экспортерам, крепкий рубль, наоборот, для тех, кто закупает продукцию по импорту. Поэтому в условиях крепкого рубля мы, соответственно, ожидаем, что объемы импортных покупок и импортных поставок будут возрастать, соответственно, курс рубля будет выравниваться по сравнению с нашими ожиданиями, которые у нас заложены в макроэкономических прогнозах""__, - сказал министр финансов РФ Антон Силуанов в интервью ""России 24"".

В соответствии с сентябрьским прогнозом Минэкономразвития, среднегодовой курс доллара в 2025 году ожидается на уровне 96,5 руб./$1. Уточненный макропрогноз Минэкономразвития подготовит и представит в апреле.

Министр также отметил, что колебания курса никак не скажутся на выполнении бюджетных расходов, запланированных на год.

@ifax_go"
2025-03-26 14:06:08,"📉**Акции ""Группы Русагро"" упали на 15,6% на новостях об обысках в компании в рамках дела о хищении денежных средств**

Акции ""Группы Русагро"" в ходе торгов на Московской бирже в среду упали на 15,6% (до 191 рубля за штуку) на высоких объемах торгов (10,9 млрд рублей) на новостях об обысках в компании в рамках дела о хищении денежных средств.

Правоохранительные органы проводят следственные действия с основателем агрохолдинга ""Русагро"" Вадимом Мошковичем в рамках дела о хищении денежных средств.

__""В компании ""Русагро"" прошли обыски, изъята документация. По делу задержаны несколько человек. С основателем агрохолдинга проводятся следственные действия, его статус пока не определен"",__ - сообщил ""Интерфаксу"" в среду источник, знакомый с ситуацией.

Официальным комментарием МВД ""Интерфакс"" пока не располагает.

В ГК ""Русагро"" заявили, что пока не комментируют информацию в СМИ.

@ifax_go"
2025-03-26 13:44:32,"🛢**Новак позитивно оценивает перспективы роста спроса на нефть в мире в 2025 году**

Спрос на нефть в мире будет расти, уверен вице-премьер РФ Александр Новак.

Он отметил, что сейчас разные оценки спроса на нефть в мире - от 1 до 1,5 млн б/с. __""У меня позитивный настрой, каждый год темпы потребления растут, и судя по тому, что мировая экономика будет расти, будет и спрос на энергоносители расти""__, - заметил вице-премьер РФ,

Он не стал давать оценки влияния на мировой спрос введение США санкций в отношении стран, которые будут покупать нефть у Венесуэлы.

@ifax_go"
2025-03-26 13:08:52,"**JetLend в рамках IPO привлек чуть меньше 500 млн рублей**

ПАО ""ДжетЛенд Холдинг"", владеющее краудлендинговой платформой JetLend для инвестирования в бизнес через займы, в ходе IPO привлекло 476 млн руб., рыночная капитализация эмитента составила 6,3 млрд руб., говорится в сообщении компании.

Объем допэмиссии для IPO составлял 10 млн акций. Исходя из цены размещения (60 руб./акция) и объявленного объема привлечения, компания разместила чуть меньше 80% выпуска - 7,93 млн акций. Free-float составит около 7,6%.

Торги акциями ""ДжетЛенд Холдинга"" на ""СПБ бирже"" стартовали 26 марта в 16:00 мск, тикер - JETL.

@ifax_go"
2025-03-26 12:20:37,"**Чистая прибыль ""Русснефти"" по МСФО в 2024 году выросла почти в 2,7 раза**

""Русснефть"" по итогам 2024 года получила чистую прибыль, приходящуюся на акционеров, в 54,35 млрд рублей против 20,44 млрд рублей годом ранее, сообщается в отчетности компании.

Таким образом, по итогам отчетного года НК увеличила данный показатель почти в 2,7 раза.

Выручка увеличилась на 25,7%, до 300,11 млрд рублей, при более низких темпах увеличения себестоимости - на 21,3%, до 208,87 млрд рублей.

@ifax_go"
2025-03-26 11:48:30,"🔮**Дайджест инвестпрогнозов:**

🔹 Акции ПАО ""Корпоративный центр ИКС 5"" (X5), Группы ""Ренессанс страхование"" и ПАО ""Хендерсон Фэшн Групп"" (Henderson) могут показать результаты лучше рынка в апреле, полагают аналитики сервиса ""Газпромбанк Инвестиции"".

🔹 Котировки акций японского производителя игровых консолей и видеоигр Nintendo Co. по итогам торгов в среду выросли на 5,3% (до 11,33 тыс. иен), что стало самым значительным повышением более чем за полгода. Аналитики Goldman Sachs возобновили покрытие акций компании и присвоили им рекомендацию ""покупать"" с прогнозируемой ценой 13,6 тыс. иен.

🔹 Акции МКПАО ""Лента"" в настоящее время недооценены рынком, котировки бумаг обладают потенциалом роста, считают аналитики ""БКС Мир инвестиций"".

🔹 ""БКС Мир инвестиций"" подтверждает позитивную оценку перспектив акций ПАО ""Хендерсон Фэшн Групп"" (Henderson) с целевой ценой 910 рублей за бумагу, что предполагает потенциал роста на 22% с текущих уровней.

🔹 ""Т-Инвестиции"" сохраняют прогнозную стоимость акций ПАО ""Хендерсон Фэшн Групп"" на уровне 810 рублей за штуку, рекомендация - ""покупать"".

🔹 ""БКС Мир инвестиций"" сохраняет позитивную оценку акций ""ЛУКОЙЛа"" с целевой ценой 9600 рублей за бумагу, что предполагает потенциал роста на 32% с текущих уровней.

🔹 Инвестиционный банк ""Синара"" подтверждает рейтинг акций ""ФосАгро"" и ""Акрона"" на уровне ""держать"" и ""продавать"" соответственно.

🔹 Вероятность продолжения коррекции индекса RGBI в ближайшие недели сохраняется, считает аналитик Промсвязьбанка.

🔹 Инвестиционная компания ""АКБФ"" рекомендует покупать акции ""Газпрома"" с целевой ценой 233,12 рубля за бумагу с горизонтом инвестирования один год и потенциальной доходностью 40%.

🔹 ""Финам"" повысил рейтинг акций ""Норильского никеля"" с ""держать"" до ""покупать"" с сохранением целевой цены на уровне 145,1 руб. за бумагу, что предполагает потенциал роста 15,3%.

#экспертыотмечают #прогноз
@ifax_go"
2025-03-26 10:23:27,"**Финтех-подразделение Ozon разместит ЦФА на 1,5 млрд рублей**

""Озон Капитал"", холдинговая компания, объединяющая большинство финансовых сервисов группы Ozon, размеcтит выпуск цифровых финансовых активов (ЦФА) объемом 1,5 млрд руб. на платформе ЦФА хаб, говорится в сообщении платформы.

Выпуск адресован физическим лицам и представлен в виде денежного требования к эмитенту. Доходность выпускаемого актива фиксированная и составляет 24,5% годовых.

Стоимость одного ЦФА равна 1000 рублей, срок обращения - 9 месяцев.

Сбор заявок продлится с 26 марта по 8 апреля 2025 года.

Ранее ""Озон Капитал"" уже разметил два выпуска на платформе ЦФА хаба объемом 1,5 руб. (в конце февраля) и 2,5 млрд руб. (в начале марта), доходность выпусков - 24,5%.

@ifax_go"
2025-03-26 08:19:15,"🗓**Совет директоров  ПАО ""Новабев Групп"" 27 марта рассмотрит вопрос о дивидендах за 2024 год**

Как сообщается в материалах компании, такой вопрос включен в повестку дня заседания. __""Рекомендации годовому общему собранию акционеров, проводимому в 2025 году, по размеру дивиденда по акциям общества и порядку его выплаты по результатам 2024 финансового года"",__ - говорится в сообщении.

@ifax_go"
2025-03-26 07:39:01,"**Мосбиржа с 29 марта увеличивает количество акций на торгах в выходные**

""Московская биржа"" 29 марта добавит 26 акций российских компаний в перечень ценных бумаг, доступных на торгах в выходные дни, говорится в сообщении площадки.

Таким образом, по выходным инвесторы смогут совершать сделки с 79 акциями.

Мосбиржа с 1 марта начала проводить торги акциями по выходным в экспериментальном режиме. Торговая сессия выходного дня является частью следующего за выходными торгового дня. Ценовые границы в выходные сужены до 3% от закрытия предыдущего торгового дня.

@ifax_go"
2025-03-26 07:36:10,"🍷**Выручка ""Новабев групп"" в 2024 году выросла до рекордных 135,5 млрд рублей**

Выручка ""Новабев групп"", одного из ведущих производителей и дистрибьюторов алкогольной продукции в РФ, в 2024 году составила рекордные 135,5 млрд рублей, что на 16% больше, чем в 2023 году, сообщает компания.

Валовая прибыль выросла на 12%, до 48,4 млрд рублей, показатель EBITDA остался практически на прежнем уровне и составил 18,7 млрд рублей, чистая прибыль снизилась до 4,6 млрд рублей, при этом без учета неоперационных расходов она составила 5,9 млрд рублей, говорится в пресс-релизе.

Как сообщила компания, рост выручки до исторического максимума обусловлен, в частности, масштабированием торговой сети ""ВинЛаб"". 

@ifax_go"
2025-03-26 07:16:52,"🌻**Ритейлер ""Лента"" в IV квартале нарастил EBITDA на 19,7%**

Ритейлер МКПАО ""Лента"" по итогам IV квартала увеличил EBITDA по МСФО 17 на 19,7%, до 21,4 млрд рублей, говорится в отчете компании.

Рентабельность по показателю достигла 8,1% против 8% в IV квартале 2023 года.

Валовая прибыль компании в отчетном периоде выросла на 13,7% и составила 56,6 млрд рублей.

Чистая прибыль ""Ленты"" в IV квартале оказалась на уровне 9,2 млрд рублей против 317 млн рублей годом ранее.

@ifax_go"
2025-03-26 07:10:01,"🇷🇺**Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 1,1%**

Рынок акций РФ на старте торгов основной сессии на МосБирже в среду сохраняет ""бычий"" настрой, отыгрывая новости о прогрессе в российско-американских переговорах, предполагающих восстановление доступа российского экспорта сельхозпродукции и удобрений на мировой рынок. Индексы МосБиржи и РТС за минуту торгов выросли на 1,1% к уровню закрытия основной сессии вторника, лидируют в росте бумаги ""Совкомфлота"" (+4%).

К 10:01 МСК индекс МосБиржи составил 3198,17 пункта (+1,1%), индекс РТС - 1196,63 пункта (+1,1%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 2,5%.

Официальный курс доллара США, установленный ЦБ РФ с 26 марта, составляет 84,193 руб. (+31,93 копейки).

@ifax_go"
2025-03-26 07:07:42,"**Рубль утром немного повышается в паре с юанем перед налоговыми выплатами марта**

По итогам первой минуты торгов курс юаня составил 11,467 руб. (-2,2 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 9,02 коп. ниже уровня действующего официального курса.

@ifax_go"
2025-03-26 07:05:23,"**Выручка ""Группы Аренадата"" в 2024 году по МСФО выросла на 52%, OIBDA - на 32%**

Выручка ПАО ""Группа Аренадата"" (Arenadata, занимается разработкой программного обеспечения в области хранения и анализа данных) по МСФО выросла по итогам 2024 года до 6 млрд рублей, что на 52% больше показателя 2023 года, говорится в сообщении компании.

Показатель OIBDA, скорректированная на неденежные расходы на программу долгосрочной мотивации сотрудников, увеличился на 32% - до 2,2 млрд рублей, а OIBDAC (скорректированная OIBDA за вычетом капитализированных расходов) - на 40%, до 2,1 млрд рублей. Рентабельность по OIBDAC составила 35% против 38% в 2023 году.

В 2024 году чистая прибыль Arenadata составила 1,9 млрд рублей, показав рост на 33%, а управленческая чистая прибыль (NIC - чистая прибыль, увеличенная на расходы по программам долгосрочной мотивации и амортизацию за вычетом капитализированных расходов) увеличилась на 62%, до 2,2 млрд рублей. Рентабельность по NIC повысилась на 2 п.п. - до 37% с 35% в 2023 году.

@ifax_go"
2025-03-26 05:51:09,"🛢**Brent подорожала до $73,19 за баррель**

Цены на нефть поднимаются утром в среду на сигналах резкого сокращения запасов этого вида топлива в США по итогам прошлой недели.

Стоимость майских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:15 мск составляет $73,19 за баррель, что на $0,17 (0,23%) выше, чем на закрытие предыдущих торгов.

Фьючерсы на нефть WTI на май на электронных торгах Нью-Йоркской товарной биржи выросли к этому времени на $0,19 (0,28%), до $69,19 за баррель.

@ifax_go"
2025-03-26 05:40:53,"**🇺🇸Уолл-стрит закрылась в плюсе на статданных, новых заявлениях о пошлинах**

Американские фондовые индексы умеренно выросли по итогам сессии во вторник.

Президент США Дональд Трамп заявил, что в ближайшие время объявит о введении дополнительных пошлин в сфере автомобильной промышленности. Он также подтвердил, что не отказался от планов введения зеркальных пошлин в отношении торговых партнеров Соединенных Штатов 2 апреля, однако не исключил, что смягчит свой первоначальный план.

Тем временем индекс потребительского доверия в США в марте упал до 92,9 пункта, говорится в отчете исследовательской организации Conference Board, которая рассчитывает этот индикатор. Согласно пересмотренным данным, в феврале значение индикатора составляло 100,1 пункта, а не 98,3 пункта, как сообщалось ранее. Эксперты в среднем ожидали, что индекс опустится до 94 пунктов с объявленного предварительно февральского уровня, по данным Trading Economics.

🔺Dow Jones вырос на 0,01% и составил 42587,5 пункта.

🔺S&P 500 повысился на 0,16% - до 5776,65 пункта.

🔺Nasdaq прибавил 0,46% и составил 18271,86 пункта.

@ifax_go"
2025-03-25 17:19:58,"**Краткий обзор экономической повестки дня:**

🔹 Разработчик и производитель микроэлектроники ПАО ""Элемент"" в 2024 году получил выручку по МСФО в 44 млрд рублей, что на 23% превышает показатель 2023 года.

🔹 ""Московская биржа"" опубликовала регламент работы в период майских праздников в 2025 году: торги на всех рынках биржи не будут проводиться 1 и 9 мая.

🔹 Торги российскими ценными бумагами на ""СПБ бирже"" в субботу, 19 апреля, не будут проводиться в связи с выполнением планового внутреннего нагрузочного тестирования.

🔹 СД ""ЛУКОЙЛа"" рекомендовал годовому собранию акционеров утвердить выплату итоговых дивидендов по результатам 2024 года в размере 541 рубль на одну обыкновенную акцию.

🔹 Министерство финансов России 26 марта проведет аукционы по продаже ОФЗ-ПД серии 26218 и ОФЗ-ПД серии 26240 в объемах остатков, доступных для размещения в каждом выпуске.

🔹 Акционеры ""О'Кей"" (O'KEY Group S.A.) на собрании 25 марта одобрили решение о редомициляции компании из Люксембурга в Россию.

🔹 Прежде чем смягчать денежно-кредитную политику (ДКП), надо добиться снижения инфляционных ожиданий, на это требуется время, заявил зампред Банка России Алексей Заботкин, выступая в Госдуме.

#итогидня
@ifax_go"
2025-03-25 16:09:58,"**JetLend размещает акции в рамках IPO по нижней границе ценового диапазона - 60 руб. за акцию**

ПАО ""ДжетЛенд Холдинг"", владеющее платформой JetLend для инвестирования в бизнес через займы, установило цену размещения допэмиссии в рамках IPO на уровне 60 рублей за акцию, сообщила компания на ленте раскрытия.

Это нижняя граница ранее установленного ценового коридора (60-65 рублей за акцию), она соответствует рыночной капитализации группы в 6 млрд рублей без учета средств, привлекаемых в рамках IPO.

Компания объявила о намерении провести IPO на ""СПБ бирже"" в конце февраля. 

@ifax_go"
2025-03-25 15:57:54,"**🇷🇺Рынок акций РФ вечером отыграл часть потерь на новостях из США о прогрессе в решении украинского кризиса**

Рынок акций РФ, падавший днем во вторник в отсутствие конкретики по итогам завершившихся накануне российско-американских консультаций в Эр-Рияде, вечером сократил большую часть потерь на новостях из США о прогрессе в переговорах по урегулированию конфликта вокруг Украины; негативным фактором стал новый сигнал от ЦБ РФ о длительной жесткой монетарной политике. Индекс МосБиржи завершил дневную сессию выше 3160 пунктов, но закрыл в ""минусе"" пятые торги подряд; в лидерах снижения выступили акции АФК ""Система"" (-2,9%), при этом подскочили в цене бумаги производителей удобрений на новостях о договоренностях РФ-США.

По итогам основных торгов индекс МосБиржи составил 3164,62 пункта (-0,4%, в течение торгов индекс падал в район 3120 пунктов), индекс РТС - 1184,1 пункта (-0,8%); цены большинства ""голубых фишек"" на Мосбирже снизились в пределах 1,9%.

Официальный курс доллара США, установленный ЦБ РФ с 26 марта, составил 84,193 руб. (+31,93 копейки).

@ifax_go"
2025-03-25 15:53:42,"**🗣Оперативные данные за март указывают на возвращение корпоративного кредитования к умеренным темпам роста - Заботкин**

__""Они (оперативные данные за март - ИФ) подтверждают замедление органических темпов роста кредитования, но при этом указывают на возвращение корпоративного кредита к положительным темпам роста после его снижения в первые два месяца"",__ - заявил зампред ЦБ РФ Алексей Заботкин журналистам в Госдуме.

По его словам, исходя из оперативных данных на середину марта, в корпоративном кредитовании наблюдаются умеренные темпы роста.

__""Умеренный рост, исходя из оперативных данных, на середину месяца. Но опять же, это очень предварительное суждение, с учетом того, что основные объемы выдачи, на самом деле, как в корпоративном, так и в розничном секторе, приходятся на последние декады, даже последние недели месяца""__, - заявил зампред ЦБ.

Он объяснил тенденцию в корпоративном кредитовании тем, что перестали действовать временные факторы, связанные с авансированием бюджетных расходов.

@ifax_go"
2025-03-25 15:45:29,"🛢**Brent подешевела до $72,97 за баррель**

Цены на нефть растеряли рост, достигнутый ранее в ходе торгов, и торгуются с понижением.

Стоимость майских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 18:29 мск составляет $72,97 за баррель, что на $0,03 (0,04%) ниже, чем на закрытие предыдущих торгов.

Фьючерсы на нефть WTI на май на торгах Нью-Йоркской товарной биржи опустились в цене на $0,11 (0,16%), до $69 за баррель.

@ifax_go"
2025-03-25 15:32:04,"📈**Акции производителей удобрений РФ растут на новостях о российско-американских договоренностях**

Акции российских производителей удобрений в ходе торгов на Московской бирже во вторник растут на 4,4-5,3% на новостях о российско-американских договоренностях.

В частности, по данным на 18:16 мск, рост котировок ценных бумаг ПАО ""Куйбышевазот"" составил 4,4% (до 554,2 рубля за штуку); в свою очередь акции ""Акрона"" подорожали на 4,7% (до 17 тыс. 620 рублей за штуку), а акции ""ФосАгро"" выросли в цене на 5,3% (до 6 тыс. 896 рублей за штуку).

@ifax_go"
2025-03-25 15:13:35,"🔺**Медь в Нью-Йорке подорожала до исторического максимума**

Фьючерсы на медь на нью-йоркской бирже Comex обновили исторический максимум во вторник на опасениях введения пошлин на импорт этого металла в США.

Цена фьючерсов на медь в Нью-Йорке в ходе торгов достигала $5,2055 за фунт. С начала года контракт подорожал примерно на 29%, пишет Bloomberg.

Ранее президент США Дональд Трамп инициировал проверку на предмет __""угрозы национальной безопасности со стороны импорта меди""__, что может привести к вводу пошлин на закупки этого металла за рубежом. В ожидании такого шага американские компании активно наращивают импорт, что создает ажиотажный спрос и дефицит предложения на рынке.

Спред между ценами на медь в Нью-Йорке и Лондоне в понедельник достигал рекордной отметки в $1400 за тонну больше.

На Лондонской бирже металлов (LME) медь стоит примерно $10 тыс. за тонну.

@ifax_go"
2025-03-25 14:40:47,"**Группа ""Черкизово"" разместила бонды на 500 млн юаней**

ПАО ""Группа Черкизово"" полностью разместило выпуск двухлетних облигаций серии БО-002Р-01 объемом 500 млн юаней, сообщила компания на ленте раскрытия информации.

Сбор заявок на выпуск прошел 18 марта. Ставка 1-го купона установлена на уровне 10,8% годовых и зафиксирована до погашения, купоны ежемесячные.

Как отмечается в пресс-релизе эмитента, приобретателями бумаг выступили банки, инвестиционные компании и розничные инвесторы. Привлеченные средства пойдут на рефинансирование текущей задолженности компании.

Организаторами выступили БК ""Регион"" и Россельхозбанк.

Как сообщалось, 19 марта ""Черкизово"" также разместило флоатер на 10 млрд рублей со сроком обращения 1,5 года. Спред к КС был установлен на уровне 2,2% годовых.

@ifax_go"
2025-03-25 14:24:01,"💵💶**Официальные курсы ЦБ РФ с 26 марта - 84,1930 руб./$1 и 92,3409 руб.****/EUR1**

@ifax_go"
2025-03-25 14:11:11,"**Зампред ЦБ РФ: Прежде чем смягчать ДКП, надо добиться снижения инфляционных ожиданий**

__""Именно инфляционные ожидания задают инерцию роста цен, и прежде чем смягчать денежно-кредитную политику, необходимо добиться снижения инфляционных ожиданий, но на это требуется время, особенно когда мы имели 4 года высокой инфляции"",__ - заявил зампред Банка России Алексей Заботкин.

@ifax_go"
2025-03-25 14:02:57,"**🗣Текущая инфляция в РФ с очисткой от сезонности в марте не превысит уровень февраля - Заботкин**

__""Инфляция уже снижается, если смотреть на текущий из месяца в месяц рост цен. В ноябре-декабре он был около 14%. Не годовой прирост, а если взять месяц, очистить от сезонности и посмотреть, что будет, если такая инфляция сохранится в течение 12 месяцев. В ноябре-декабре текущий темп роста цен был 14%, это очень много. Это был пик. В январе текущая инфляция уже была меньше 11%, в феврале меньше 8%"",__ - заявил зампред ЦБ Алексей Заботкин во время выступления в Госдуме.

__""В марте, по всей видимости, будет на уровне февраля или даже несколько ниже"",__ - добавил он.

По его словам, ЦБ по-прежнему намерен войти в 2026 год с текущей инфляцией 4%, то есть к концу 2025 года текущий темп роста цен будет 4%, и по итогам следующего года годовая инфляция будет 4%. Прирост индекса потребительских цен в 2025 году будет более значительным, потому что сейчас, в первом квартале и во втором квартале, рост остается более существенным.

@ifax_go"
2025-03-25 13:59:23,"🇺🇸**Рынок акций США ушел в небольшой минус в ожидании ясности в вопросе пошлин**

Американские фондовые индексы начали слабо снижаться в начале торгов во вторник.

Президент США Дональд Трамп в понедельник заявил, что в ближайшие время объявит о введении дополнительных пошлин в сфере автомобильной промышленности. Он также подтвердил, что не отказался от планов введения зеркальных пошлин в отношении торговых партнеров Соединенных Штатов 2 апреля, однако не исключил, что смягчит свой первоначальный план.

При этом Трамп сказал, что __""может дать многим странам паузу"".__ Кроме того, он не исключил, что пошлины не во всех случаях будут зеркальными. Трамп объяснил это тем, что у некоторых стран __""настолько мощные пошлины"" __на американские товары, что если США примут в точности такие же меры, то торговля станет вообще невозможной.

Главный стратег UBS Investment Bank Бхану Баведжа полагает, что фондовый индекс S&P 500 может опуститься до 5300 пунктов в ближайшие три-четыре месяца, или примерно на 9% с текущего уровня, на фоне ухудшения настроений американских потребителей.

🔻Dow Jones к 16:51 мск снизился на 0,08% и составил 42550,56 пункта.

🔻S&P 500 понизился на 0,03% - до 5766,03 пункта.

🔻Nasdaq потерял 0,05% и составил 18180,23 пункта.

@ifax_go"
2025-03-25 13:23:00,"**Расписки ""О'Кей"" выросли на 13% на новостях о редомициляции компании в РФ**

Глобальные депозитарные расписки ""О'Кей"" в ходе торгов на Московской бирже во вторник выросли на 13% (до 36,9 рубля за штуку) на новостях о редомициляции компании из Люксембурга в Россию.

@ifax_go"
2025-03-25 13:04:50,"**Акционеры ГК ""О'Кей"" утвердили решение о редомициляции из Люксембурга в РФ**

Акционеры ""О'Кей"" (O'KEY Group S.A.) на собрании 25 марта одобрили решение о редомициляции компании из Люксембурга в Россию, говорится в сообщении группы.

Ожидается, что после одобрения и завершения процедуры, компания будет зарегистрирована в специальном административном районе на острове Октябрьский Калининградской области как МКПАО ""О'кей Груп"".

Расписки люксембургской холдинговой компании после завершения редомициляции будут признаны акциями МКПАО в соотношении 1:1.

@ifax_go"
2025-03-25 12:22:56,"**Рубль днем отыграл утренние потери и укрепляется в паре с юанем при подготовке экспортеров к налоговым выплатам марта**

Курс китайской валюты в 15:00 мск составил 11,5355 руб., что на 6,9 коп. ниже уровня закрытия предыдущих торгов.

@ifax_go"
2025-03-25 12:16:27,"**СД ""ЛУКОЙЛа"" рекомендовал финальные дивиденды за 2024 год в размере 541 руб. на акцию **

Совет директоров ""ЛУКОЙЛа"" рекомендовал годовому собранию акционеров утвердить выплату итоговых дивидендов по результатам 2024 года в размере 541 рубль на одну обыкновенную акцию, сообщила компания.

Датой, на которую определяются лица, имеющие право на получение дивидендов, предложено установить 3 июня 2025 года.

Консенсус-прогноз, составленный ""Интерфаксом"" на основе опросов аналитиков, составлял 528 руб./АО. С учетом ранее выплаченных по итогам девяти месяцев 514 руб./АО, суммарный дивиденд за 2024 год составит 1055 руб./АО.

@ifax_go"
2025-03-25 11:10:10,"🇺🇸**FT отметила сокращение присутствия на рынке акций США крупных инвесторов**

Розничные инвесторы в этом году продолжают активно вкладывать средства в фондовый рынок США, в то время как профессиональные управляющие активами сокращают присутствие на нем из-за опасений в отношении политики американского президента Дональда Трампа, пишет газета Financial Times.

Согласно данным VandaTrack, чистый приток средств розничных инвесторов в американские акции и ETF с начала года достиг $67 млрд. Это лишь немного ниже показателя четвертого квартала 2024 года ($71 млрд).

Активные вливания показывают, что индивидуальные инвесторы сохраняют оптимизм в отношении перспектив рынка акций, несмотря на его нестабильность в этом году, вызванную непредсказуемыми шагами Трампа, а также, например, появлением китайского ИИ-стартапа DeepSeek, отмечает FT.

Данные Goldman Sachs показывают, что чистая продажа американских акций розничными инвесторами с начала текущего года была зафиксирована лишь по итогам семи сессий, хотя S&P 500 завершил в минусе 25 сессий. Тем временем, крупные инвесторы рекордно сократили позиции в акциях США в марте, свидетельствуют данные Bank of America.

Розничные инвесторы продолжают скупать бумаги компаний, которые были среди лидеров роста в прошлые годы, но заметно подешевели в этом году, пишет FT. Так, согласно данным JPMorgan, лишь на прошлой неделе они приобрели акции Tesla Inc. на $3,2 млрд и бумаги Nvidia Corp. на $1,9 млрд.

@ifax_go"
2025-03-25 10:46:03,"🗓**""СПБ биржа"" не будет проводить торги 19 апреля в связи с плановым тестированием**

Торги российскими ценными бумагами на ""СПБ бирже"" в субботу, 19 апреля, не будут проводиться в связи с выполнением планового внутреннего нагрузочного тестирования, говорится в сообщении площадки.

В воскресенье, 20 апреля, и последующие выходные торги пройдут по стандартному расписанию - с 10:00 до 23:50 мск.

""СПБ биржа"" запустила торги по субботам и воскресеньям с 1 февраля. Они представляют собой утреннюю дополнительную сессию торгового дня понедельника. Диапазон ценовых движений по ценным бумагам существенно сужен по сравнению с будними днями.

@ifax_go"
