Дата,Текст
2025-01-29 07:09:34,"**Рубль утром слегка повышается в паре с юанем, несмотря на завершение налогового периода января**

По итогам первой минуты торгов курс юаня составил 13,36 руб. (-0,8 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 9,68 коп. ниже уровня действующего официального курса.

@ifax_go"
2025-01-29 06:33:45,"🐟**""Инарктика"" в 2024 году увеличила выручку на 10,5%, продажи снизила на 8,9%**

Компания ""Инарктика"", ведущий производитель атлантического лосося и форели в РФ, в 2024 году увеличила выручку на 10,5%, до 31,5 млрд рублей, сообщается в пресс-релизе.

Компания подчеркивает, что это __""исторически высокий показатель"".__

Объем продаж продукции в прошлом году снизился на 8,9%, до 25,7 тыс. тонн. Биомасса рыбы в воде на конец 2024 года составила 22,6 тыс. тонн, снизившись на треть по сравнению с 2023 годом. __""Причинами сокращения объема продаж и биомассы рыбы в воде год к году стали сдвиг зарыбления в 2023 году, а также ряд биологических рисков, реализовавшихся в первом полугодии 2024 года"", __- говорится в пресс-релизе.

@ifax_go"
2025-01-29 05:58:01,"🛢**Brent подешевела до $77,3 за баррель**

Нефть эталонных марок умеренно дешевеет утром в среду после роста по итогам предыдущей сессии.

Мартовские фьючерсы на сорт Brent на лондонской бирже ICE Futures к 8:14 мск подешевели на $0,19 (0,25%) - до $77,30 за баррель. 

Котировки мартовских фьючерсов на WTI на электронных торгах Нью-Йоркской товарной биржи к указанному времени понизилась на $0,16 (0,22%) - до $73,61 за баррель. 

@ifax_go"
2025-01-29 05:46:37,"🇺🇸**Фондовые индексы США выросли**

Американские фондовые индексы завершили торги во вторник уверенным ростом.

Nasdaq Composite прибавил 2%, частично отыграв падение, зафиксированное днем ранее, когда котировки акций чипмейкеров резко снизились на фоне подъема популярности ИИ-ассистента китайского стартапа DeepSeek.

Во вторник бумаги производителей полупроводниковых компонентов выросли, в том числе Nvidia Corp. - на 8,8%, Broadcom Inc. - на 2,6%, Marvell Technology Inc. - на 3,5%.

Уверенно подорожали и акции ведущих IT-компаний, включая Apple Inc. (+3,7%), Microsoft Corp. (+2,9%), Alphabet Inc. (+1,8%), Amazon.com Inc. (+1,2%).

Внимание трейдеров направлено на заседание Федеральной резервной системы, завершающееся 29 января. Консенсус-прогноз экспертов, который приводит Trading Economics, предполагает, что американский ЦБ сохранит базовую процентную ставку по итогам этого заседания на текущем уровне в 4,25-4,5% годовых.

🔺Индекс Dow Jones по данным на закрытие рынка во вторник поднялся на 0,31% и составил 44850,35 пункта.

🔺Значение S&P 500 увеличилось на 0,92% - до 6067,7 пункта.

🔺Nasdaq вырос на 2,03%, составив 19733,59 пункта.

@ifax_go"
2025-01-28 17:23:31,"**Краткий обзор экономической повестки дня:**

🔹 Владельцы ПАО ""М.Видео"" (группа ""М.Видео - Эльдорадо"") ведут переговоры о продаже сети, сообщили газеты ""Ведомости"" и ""Коммерсант"" со ссылкой на источники.

🔹 Акции ""Газпрома"" в ходе торгов на Московской бирже во вторник выросли на 3,3% на новости о том, что Nord Stream 2 AG получил разрешение на работы по сохранению поврежденного газопровода.

🔹 ""Московская биржа"" 31 января начнет расчет и публикацию нового индикатора денежного рынка - индекса накопленной доходности RUSFAR (Russian Secured Funding Average Rate).

🔹 Американская OpenAI, разработчик чат-бота ChatGPT, ускорит выпуск продуктов и представит гораздо более совершенные модели искусственного интеллекта (ИИ), написал в соцсети X (бывшая Twitter) глава компании Сэм Альтман, комментируя недавний выпуск ИИ-модели R1 китайской DeepSeek.

🔹 ""СПБ биржа"" с 1 февраля будет проводить торги по субботам и воскресеньям - с 10:00 до 19:00 мск с перспективой продления до 23:50.

🔹 Президент РСПП Александр Шохин рассчитывает, что ключевая ставка в феврале останется неизменной.

🔹 ""Московская биржа"" планирует запуск торгов акциями, паевыми фондами и контрактами на срочном рынке в выходные дни в конце II квартала 2025 года, сообщил ""Интерфаксу"" управляющий директор по фондовому рынку биржи Борис Блохин.

#итогидня
@ifax_go"
2025-01-28 15:57:10,"🇷🇺**Рынок акций РФ во вторник превысил 2930п по индексу МосБиржи**

Рынок акций РФ во вторник вырос на фоне улучшения внешней конъюнктуры и стабилизации нефти, отыграв большую часть потерь начала недели из-за продления антироссийских санкций ЕС и ослабления ожиданий скорой встречи глав США и России по вопросу урегулирования конфликта вокруг Украины. Индекс МосБиржи превысил 2930 пунктов на фоне возобновившегося ослабления рубля; лидировали в росте акции ПАО ""Группа Астра"" (+3,6%) и ПАО ""Юнипро"" (+3,1%), а локомотивом выступил ""Газпром"" (+1,3%) на новостях.

По итогам торгов индекс МосБиржи составил 2931,97 пункта (+1,4%, утром индекс опускался в район 2860 пунктов), индекс РТС - 942,81 пункта (+0,5%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 2,6%.

Официальный курс доллара США, установленный ЦБ РФ с 29 января, составил 97,9658 руб. (+83,38 копейки).

@ifax_go"
2025-01-28 15:27:03,"🇺🇸**Фондовые индексы США растут, дорожают акции чип-мейкеров**

Американские фондовые индексы растут во вторник.

Накануне Nasdaq упал более чем на 3% вслед за котировками акций чипмейкеров на фоне роста популярности ИИ-ассистента китайского стартапа DeepSeek, S&P 500 потерял около 1,5%. 

Во вторник бумаги производителей полупроводниковых компонентов восстанавливаются. Акции Nvidia Corp. прибавляют в цене 1%, Broadcom Inc. - 0,8%, Marvell Technology Inc. - 3,3%.

Внимание трейдеров направлено на заседание Федеральной резервной системы, проходящее 28-29 января. Консенсус-прогноз экспертов, который приводит Trading Economics, предполагает, что американский ЦБ сохранит базовую процентную ставку по итогам этого заседания на текущем уровне в 4,25-4,5% годовых.

🔺Индекс Dow Jones по данным на 18:10 мск во вторник поднялся на 0,12% и составил 44767,9 пункта.

🔺Значение S&P 500 увеличилось на 0,15% - до 6021,39 пункта.

🔺Nasdaq вырос на 0,53%, составив 19445 пунктов.

@ifax_go"
2025-01-28 15:11:54,"**Официальные курсы ЦБ РФ с 29 января - 97,9658 руб./$1 и 101,5957 руб.****/EUR1**

@interfaxonline"
2025-01-28 14:33:18,"🗓**Совет директоров ПАО ""Группа ""Русагро"" на заседании 30 января планирует утвердить дивидендную политику**

Совет директоров находящегося в процессе редомициляции ПАО ""Группа ""Русагро"" на заседании 30 января планирует утвердить дивидендную политику.

__""Об утверждении дивидендной политики ПАО ""Группа ""Русагро"",__ - говорится в повестке дня заседания совета директоров. Других подробностей нет.

Как сообщало в ноябре прошлого года руководство компании, техническая возможность по выплате дивидендов ПАО ""Группа ""Русагро"" может появиться в начале 2025 года после завершения редомициляции, распределение акций ПАО среди держателей депозитарных расписок кипрской Ros Agro Plc (материнская компания) уберет препятствие для выплаты дивидендов. При этом было заявлено, что ""Русагро"" не планирует накапливать денежные средства для выплаты дивидендов. Менеджмент группы не будет предлагать выплаты дивидендов за прошедший период.

Подчеркивалось также, что дивидендная политика компании остается неизменной - на дивиденды направлять не менее 50% чистой прибыли за год.

@ifax_go"
2025-01-28 13:22:51,"📈**Акции ""Газпрома"" выросли на 3,3% на новости о том, что Nord Stream 2 AG получил разрешение на работы по сохранению поврежденного газопровода**

Акции ""Газпрома"" в ходе торгов на Московской бирже во вторник выросли на 3,3% (до 138,75 рубля за штуку) на новости о том, что Nord Stream 2 AG получил разрешение на работы по сохранению поврежденного газопровода.

Датское энергетическое агентство выдало разрешение швейцарской дочерней компании ""Газпрома"" Nord Stream 2 AG на проведение работ по сохранению газопровода ""Северный поток 2"" в Балтийском море, говорится в сообщении ведомства.

@ifax_go"
2025-01-28 12:58:59,"**Мосбиржа может запустить торги по выходным в конце второго квартала 2025 года**

""Московская биржа"" планирует запуск торгов акциями, паевыми фондами и контрактами на срочном рынке в конце второго квартала 2025 года, сообщил ""Интерфаксу"" управляющий директор по фондовому рынку биржи Борис Блохин.

__""Планируется реализация торгов в выходные дни в виде дополнительных сессий первого стандартного торгового дня, то есть расчеты по сделкам в выходные будут осуществляться в первый рабочий день после праздников/выходных"",__ - отметил Блохин.

Мосбиржа представила участникам концепцию организации торгов в выходные в четвертом квартале 2024 года, указал он.

__""Московская биржа, принимая во внимание важность доработки брокерских систем, систем ИТ вендоров, а также необходимость дополнительного обсуждения вопросов, касающихся маржинального кредитования, осуществляет подготовку совместно с участниками рынка и Банком России"",__ - добавил Блохин.

@ifax_go"
2025-01-28 12:49:59,"🗣**Шохин ориентируется на завершение цикла ужесточения ДКП**

Президент РСПП Александр Шохин рассчитывает, что ключевая ставка в феврале останется неизменной.

ЦБ РФ в декабре неожиданно для рынка не стал повышать ставку, сохранив ее на уровне 21%. При этом регулятор пообещал оценить целесообразность повышения ставки на ближайшем заседании 14 февраля __""с учетом дальнейшей динамики кредитования и инфляции"".__

__""Я, честно говоря, ориентируюсь на то, что она не будет повышена"",__ - сказал Шохин журналистам в Новосибирске во вторник. Он отметил, что экономика __""с трудом адаптируется к нынешней ставке"",__ необходимы меры поддержки.

Шохин напомнил, что под председательством вице-премьера Александра Новака регулярно собирается подкомиссия по обеспечению устойчивости экономики РФ в условиях санкций, анализирующая ситуацию по отраслям. Наиболее существенное давление испытывает строительный комплекс, подчеркнул глава РСПП.

__""И ставка высокая, и ипотеку (льготную - ИФ) не отменили, но остались только определенные группы"",__ - сказал он.

__""После апреля, мне кажется, можно снижать ставку, если снизить ставку в феврале, мы будем аплодировать и носить Эльвиру Сахипзадовну (Набиуллину, председателя ЦБ - ИФ) на руках"",__ - сказал Шохин.

@ifax_go"
2025-01-28 12:15:06,"🆒**Nvidia похвалила обвалившую ее акции китайскую ИИ-модель**

Американская Nvidia Corp. считает новую модель R1 китайской DeepSeek отличной ИИ-разработкой, заявил CNBC представитель чипмейкера.

DeepSeek использовала при ее создании ""урезанные"" из-за американских ограничений на экспорт версий чипов Nvidia для китайского рынка. Nvidia подтверждает, что чипы поставлены с полным соблюдением мер экспортного контроля.

Накануне капитализация американской компании рухнула на 17% (почти $600 млрд) на опасениях в отношении спроса на ее новейшие процессоры, поскольку R1 сопоставима с разработками OpenAI (разработчик ChatGPT), но требует гораздо меньше аппаратных ресурсов.

Стоимость обучения R1 составила менее $6 млн, тогда как компании Кремниевой долины тратят на аналогичный процесс миллиарды долларов.

При этом Nvidia отмечает, что эксплуатация ИИ-моделей требует значительного числа ее графических процессоров и высокопроизводительного сетевого оборудования.

Акции чипмейкера растут на 3,4% на предварительных торгах во вторник.

@ifax_go"
2025-01-28 11:51:40,"🛢**Цены на нефть повышаются на новостях из Ливии**

Цены на нефть повышаются во вторник, трейдеры оценивают новости из Ливии о приостановке отгрузки сырья с двух крупных портов из-за протестов в стране.

Как сообщает агентство Bloomberg, остановка поставок из портов Ras Lanuf и Es Sider, через которые в общей сложности проходит более 400 тыс. баррелей в сутки, ставит под угрозу примерно треть ливийского нефтяного экспорта.

Стоимость мартовских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 14:30 мск составляет $77,56 за баррель, что на $0,48 (0,62%) выше, чем на закрытие предыдущих торгов.

Фьючерсы на нефть WTI на март на электронных торгах Нью-Йоркской товарной биржи выросли в цене к этому времени на $0,41 (0,56%), до $73,58 за баррель.

@ifax_go"
2025-01-28 11:04:20,"❗️**""СПБ биржа"" с 1 февраля будет проводить торги по субботам и воскресеньям - с 10:00 до 19:00 мск с перспективой продления до 23:50**

Такое решение принято по запросу участников торгов, отмечает биржа.

Торги в субботу и воскресенье будут проводиться с 10:00 до 19:00 мск. В дальнейшем время планируется расширить до 23:50 мск.

Торги в субботу и воскресенье будут представлять собой утреннюю дополнительную сессию торгового дня понедельника. В связи с этим расчеты и клиринговые операции по сделкам, заключенным в выходные дни, будут осуществляться во вторник (сделка в торговый день понедельник с расчетами Т+1).

Диапазон ценовых движений по ценным бумагам, доступным на торгах в субботу и воскресенье, будет существенно сужен по сравнению с будними днями.

Границы колебания цены в субботу и воскресенье будут удовлетворять одновременно двум условиям:

➖не будут выходить за границы +/-1,5% от цены на конец торгов в вечернюю сессию пятницы,

➖не будут выходить за пределы +/-10% от цены, которая рассчитывается не менее чем за 30 минут до закрытия основной торговой сессии в пятницу (в интервале 18:20-18:50 мск).

@ifax_go"
2025-01-28 10:14:35,"**Street Beat выпускает ЦФА объемом 500 млн рублей на платформе Альфа-банка**

Street Beat, специализирующаяся на обуви розничная сеть, разместит выпуск цифровых финансовых активов (ЦФА) объемом 500 млн руб. на платформе Альфа-банка, сообщила пресс-служба кредитной организации.

Выпуск представлен в виде денежного требования к эмитенту, процентная ставка - 26,5% годовых. Номинал актива - 1 тыс. рублей, срок обращения - 6 месяцев. Владелец ЦФА получает фиксированный доход в виде выплат от эмитента. В дату погашения ЦФА инвестору возвращается начальная стоимость ЦФА.

Эмитентом сделки выступит ООО ""Реинвент"" - юридическое лицо торговой марки Street Beat и Hiker. Дата окончания (закрытия) книги и выпуска ЦФА - 3 февраля 2025 года.

Street Beat - это актив группы Inventive Retail Group, оператора розничных сетей и интернет-магазинов товаров.

@ifax_go"
2025-01-28 10:10:20,"**OpenAI ускорит выпуск продуктов и представит гораздо более совершенные модели ИИ, заявил глава компании Сэм Альтман**

Он прокомментировал недавний выпуск ИИ-модели R1 китайской DeepSeek, назвав ее__ ""впечатляющей, особенно с точки зрения того, что они могли сделать за эту цену""__.

__""Мы, разумеется, выпустим гораздо лучшие модели, а появление нового конкурента действительно воодушевляет""__, - сказал он.

В понедельник состояние 500 самых богатых людей мира сократилось **на $108 млрд **на фоне падения фондовых индексов из-за популярности ИИ-модели китайского стартапа DeepSeek.

@interfaxonline"
2025-01-28 09:10:20,"**👕LfL-продажи Henderson в 2024 году выросли на 12,9%**

ООО ""Тами и Ко"", операционная компания группы ПАО ""Хэндерсон Фэшн Групп"" (ритейлер Henderson), по итогам 2024 года увеличила LfL-выручку на 12,9%, говорится в сообщении компании.

В середине января компания сообщала о росте выручки в 2024 году на 24,2%, до 20,8 млрд рублей.

Выручка розничных салонов, на которые приходится большая часть доходов компании, увеличилась на 18,4% и достигла 16,3 млрд рублей.

Торговая площадь выросла на 18,8%, до 52,829 тыс. кв. м.

@ifax_go"
2025-01-28 09:05:12,"**""Цифровые привычки"" в ходе pre-IPO планируют привлечь до 0,9 млрд рублей**

АО ""Цифровые привычки"" (группа компаний, занимающаяся разработкой решений и предоставлением ИТ-услуг в области финтеха), начало сбор заявок в рамках pre-IPO на платформе ""Московской биржи"", планирует привлечь до 900 млн рублей, следует из сообщения биржевой площадки.

""Цифровые привычки"" предлагают к продаже 30 млн акций дополнительного выпуска, зарегистрированного ЦБ РФ в декабре прошлого года, что составляет 17% уставного капитала компании. Ценовой диапазон размещения установлена на уровне 30 рублей за бумагу. Согласно условиям размещения, итоговая цена будет определена после закрытия книги заявок.

Акции ""Цифровых привычек"" доступны для квалифицированных инвесторов - участников клиринга НКО НКЦ или их клиентов.

Сбор заявок будет продолжаться по 13 февраля текущего года.

""Цифровые привычки"" рассматривают возможность проведения IPO на ""Мосбирже"" в течение ближайших 2-3 лет.

@ifax_go"
2025-01-28 07:23:17,"**Мосбиржа 31 января запустит индекс накопленной доходности RUSFAR**

""Московская биржа"" 31 января начнет расчет и публикацию нового индикатора денежного рынка - индекса накопленной доходности RUSFAR (Russian Secured Funding Average Rate), говорится в сообщении торговой площадки.

Код индекса - RUSFARIND.

__""Индекс станет дополнительным бенчмарком как для профессиональных управляющих биржевыми фондами денежного рынка, так и для и самого широкого круга клиентов и будет отражать накопленную доходность вложений средств на денежном рынке Московской биржи с учетом ежедневной капитализации процентов"",__ - отмечается в сообщении.

Начальное значение индекса - 1000 рублей, точность расчета - до копейки, периодичность расчета - один раз в день. Ретроспективные данные будут доступны начиная с 2018 года.

@ifax_go"
2025-01-28 07:13:51,"**📈Акции ""М.Видео"" заметно растут второй день подряд на слухах о возможной продаже владельцами торговой сети**

Акции ""М.Видео"" в начале основных торгов на Московской бирже во вторник выросли на 2,2% - до 112 рублей за штуку - после повышения на 4,7% по итогам предыдущего дня (основной прирост стоимости произошел в вечернюю сессию понедельника); ценные бумаги компании заметно растут 2-й день подряд на слухах о возможной продаже владельцами торговой сети.

Владельцы ПАО ""М.Видео"" (группа ""М.Видео - Эльдорадо"") ведут переговоры о продаже сети, сообщают газеты ""Ведомости"" и ""Коммерсантъ"" со ссылкой на источники.

Источник ""Ведомостей"", близкий к компании, сообщил изданию, что ритейлер ведет переговоры с __""одним из банков"".__ Другой собеседник утверждает, что ритейлер уже провел аудит, а претендентом на покупку может выступать Промсвязьбанк (ПСБ).

Источники ""Коммерсанта"" утверждают, что ритейлером также интересовались Сбербанк и ВТБ.

По данным одного из собеседников, бизнес ""М.Видео"" с учетом товарных активов можно оценить в 300 млрд рублей.

Представитель ритейлера сообщил газетам, что в компании не комментируют слухи.

@ifax_go"
2025-01-28 07:11:06,"**🇷🇺Рынок акций РФ открылся в основную сессию снижением индексов МосБиржи и РТС**

Рынок акций РФ на старте торгов основной сессии на Мосбирже демонстрирует снижение цен большинства blue chips из-за оставшихся продаж в условиях ухудшения внешней конъюнктуры, продления антироссийских санкций ЕС и ослабления ожиданий скорой встречи глав США и России по вопросу урегулирования конфликта вокруг Украины; сдерживающим фактором выступает подросшая нефть. Индексы МосБиржи и РТС за минуту торгов потеряли по 0,1%, лидируют в откате акции ПАО ""Группа компаний ПИК"" (-3%) и ГК ""Самолет"" (-2%).

К 10:01 МСК индекс МосБиржи составил 2887,7 пункта (-0,1%), индекс РТС - 936,55 пункта (-0,1%); цены большинства ""голубых фишек"" на Мосбирже снизились в пределах 1,3%.

Официальный курс доллара США, установленный ЦБ РФ с 28 января, составляет 97,132 руб. (-1,13 рубля).

@ifax_go"
2025-01-28 07:08:21,"**Рубль утром дешевеет в паре с юанем на снижении предложения валюты экспортерами**

По итогам первой минуты торгов курс юаня составил 13,492 руб. (+2,75 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась всего на 11,14 коп. выше уровня действующего официального курса.

@ifax_go"
2025-01-28 06:20:00,"**АКРА ждет больше дефолтов по облигациям в 2025 году**

Аналитическое кредитное рейтинговое агентство (АКРА) на фоне жестких денежно-кредитных условий ждет ""некоторый рост"" числа дефолтов по облигациям в текущем году, однако он не будет существенным в масштабах всего российского рынка корпоративного долга.

Риски рефинансирования ранее выпущенных обязательств в условиях жесткой денежно-кредитной политики ЦБ в целом остаются повышенными для компаний, имеющих низкие показатели ликвидности и покрытия долговой нагрузки, отмечает АКРА в новом выпуске бюллетеня долгового рынка.

Эксперты агентства напоминают, что совокупный объем корпоративных облигаций, по которым произошли дефолты по погашению в 2024 году, составил около 16 млрд рублей, включая 8,2 млрд руб. по облигациям ООО ""Киви Финанс"" и 6 млрд руб. по обязательствам АО ""Росгео"". При этом дефолт по облигациям, допущенный ""Росгео"", усиливает внимание участников облигационного рынка к оценке рисков эмитентов, связанных с государством и зависящих от его поддержки, отмечает АКРА.

Однако общий уровень дефолтности остается очень низким - менее 0,1% от всего объема корпоративных облигаций по непогашенному номиналу на начало прошлого года, что говорит об ограниченном влиянии роста процентных ставок на финансовую устойчивость эмитентов в течение последних отчетных периодов, подчеркивает агентство.

__""АКРА ожидает некоторый рост количества дефолтов на рынке облигаций в 2025 году, принимая во внимание жесткую денежно-кредитную политику Банка России. В то же время, учитывая адаптацию эмитентов к высоким процентным ставкам и увеличение рублевой денежной массы (по данным Банка России, темп прироста денежного агрегата М2 на конец декабря прошлого года составлял 19,5% в годовом выражении), рост числа дефолтов не будет существенным в масштабах всего рынка корпоративного долга"",__ - говорится в бюллетене.

@ifax_go"
2025-01-28 06:01:23,"🛢**Brent подорожала до $77,39 за баррель после падения цены накануне**

Цены на нефть эталонных марок слабо восстанавливаются утром во вторник после резкого снижения по итогам предыдущей сессии.

Мартовские фьючерсы на сорт Brent на лондонской бирже ICE Futures к 8:14 мск подорожали на $0,31 (0,4%) - до $77,39 за баррель. 

Котировки мартовских фьючерсов на WTI на электронных торгах Нью-Йоркской товарной биржи к указанному времени повысились на $0,29 (0,4%) - до $73,46 за баррель. 

@ifax_go"
2025-01-28 05:46:37,"🇺🇸**Dow Jones вырос в понедельник, падение Nasdaq превысило 3%**

Американские фондовые индексы завершили торги в понедельник без единой динамики.

Падение Nasdaq Composite превысило 3% и стало максимальным за месяц, по данным Dow Jones Market Data. Это было обусловлено снижением стоимости акций чипмейкеров и других высокотехнологических компаний, которые составляют в данном индексе значительную часть.

Котировки акций Nvidia рухнули на 17%. Таким образом, капитализация компании обвалилась почти на $600 млрд, что является рекордным снижением за один день для американской компании, отмечает CNBC.

Акции Marvell Technology ушли вниз на 19%, Broadcom - на 17%, Micron Technology - на 11,7%, Lam Research - на 5%, KLA Corp. - на 6,3%, Advanced Micro Devices - на 6,4%, Super Micro Computer - на 12,6%, Dell Technologies - на 8,7%, Hewlett Packard Enterprise - на 5,8%, Oracle Corp. - на 13,8%.

Кроме того, акции Tesla подешевели на 2,3%, Alphabet Inc. - на 4,2%, Cisco Systems Inc. - на 5,1%, International Business Machines - на 0,3%, Microsoft Corp. - на 2,1%.

🔺Dow Jones в понедельник увеличился на 0,65% и составил 44713,58 пункта. 

🔻В то же время значение S&P 500 по итогам торгов уменьшилось на 1,46% - до 6012,28 пункта.

🔻Индекс Nasdaq упал на 3,1% и завершил сессию на отметке 19341,83 пункта.

@ifax_go"
2025-01-27 17:23:54,"**""СПБ биржа"" сообщила о приостановке подачи заявок на торгах из-за ""замедления штатных процессов""**

""СПБ биржа"" сообщила о приостановке приема заявок в отношении ценных бумаг во всех режимах торгов с 19:00 мск.

__""Мы обнаружили замедление штатных процессов, связанных с проведением торгов, и превентивно объявили о приостановке подачи заявок. О возобновлении возможности подачи заявок сообщим дополнительно""__, - сообщили ""Интерфаксу"" в пресс-службе биржи.

Вечерняя сессия на ""СПБ бирже"" проводится с 19:05 до 23:50 мск.

@ifax_go"
2025-01-27 17:22:42,"**Краткий обзор экономической повестки дня:**

🔹 SQIF Capital JSC, действующее в интересах дочерней компании Globaltrans Investment PLC - Adaptive Capital Limited - завершил добровольное биржевое тендерное предложение о выкупе определенных GDR Globaltrans, соответствующих критериям выкупа.

🔹 Банк России принял решение о регистрации проспекта обыкновенных акций ""Циан"" для получения компанией публичного статуса. 

🔹 Московская биржа с 28 января ограничит коды расчетов по американским депозитарным распискам (АДР) Cian Plc.

🔹 Минфин РФ зарегистрировал семь дополнительных выпусков облигаций федерального займа с постоянным купонным доходом (ОФЗ-ПД) объемом до 50 млрд рублей каждый. 

🔹 ПАО ""Корпоративный центр ИКС 5"" по итогам IV квартала 2024 года увеличило выручку на 22,3%, до 1,08 трлн рублей.

🔹 Рыночная стоимость чипмейкера Nvidia Corp. в ходе торгов в понедельник падала на 13%, или на $465 млрд, из-за опасений по поводу ИИ-ассистента китайского стартапа DeepSeek. Это рекордное в истории падение в денежном выражении в течение одной сессии.

#итогидня
@ifax_go"
2025-01-27 16:26:06,"**Рубль в понедельник подрос в паре с юанем, обновил максимум с октября 2024 года**

Курс китайской валюты в 19:00 мск составил 13,4645 руб., что на 0,45 коп. ниже уровня закрытия предыдущих торгов. Ранее в ходе торгов рубль сумел обновить максимальное значение с начала октября 2024 года, так как пара ""юань-рубль"" снижалась до 13,293 руб. впервые с 1 октября 2024 года. 

@ifax_go"
2025-01-27 16:00:25,"🛢**Brent подешевела до $77,79 за баррель**

Цены на нефть начали резко снижаться вечером в понедельник.

Мартовские фьючерсы на сорт Brent на лондонской бирже ICE Futures по данным на 18:43 мск подешевели на $0,71 (0,9%), до $77,79 за баррель.

Фьючерсы на нефть WTI на март на Нью-Йоркской товарной бирже снизились в цене к этому времени на $0,78 (1,04%), до $73,88 за баррель.

@ifax_go"
2025-01-27 15:57:00,"🇷🇺**Рынок акций РФ начал неделю с падения ниже 2900п по индексу МосБиржи**

Рынок акций РФ в понедельник ощутимо просел вслед за мировыми площадками и нефтью, а также на фоне продления антироссийских санкций ЕС и ослабления ожиданий скорой встречи глав США и России по вопросу урегулирования конфликта вокруг Украины. Индекс МосБиржи откатился ниже рубежа 2900 пунктов на фоне укрепления рубля, лидерами падения выступили акции ГК ""Самолет"" (-4,6%).

По итогам торгов индекс МосБиржи составил 2891,39 пункта (-1,9%), индекс РТС - 937,74 пункта (-0,8%); цены большинства ""голубых фишек"" на Мосбирже снизились в пределах 4%.

Официальный курс доллара США, установленный ЦБ РФ с 28 января, составил 97,132 руб. (-1,13 рубля).

@ifax_go"
