Date,Text
2025-04-25 10:38:36,"**Рубль не изменился к юаню на ожидаемом решении ЦБ РФ сохранить ключевую ставку на уровне 21,00% годовых**

К 13:31 МСК (после публикации пресс-релиза ЦБ в 13:30 МСК) курс юаня на торгах Московской биржи составлял 11,359 руб., что всего на 0,14 копейки выше уровня на 13:29 МСК. 

@ifax_go"
2025-04-25 10:30:14,"**❗️Банк России сохранил ключевую ставку на уровне 21%**

Совет директоров Банка России 25 апреля 2025 года принял решение сохранить ключевую ставку на уровне 21,00% годовых, сообщается в пресс-релизе на сайте регулятора.

**Инфляционное давление** снижается, но все еще высокое.

**Экономика** начала постепенно возвращаться к сбалансированному росту.

Банк России обещает жесткую политику, чтобы вернуть инфляцию к цели 4% в 2026 году. **Дальнейшие решения по ключевой ставке** будут приниматься в зависимости от скорости и устойчивости снижения инфляции и инфляционных ожиданий.

В 2025 году **средняя ключевая ставка** будет держаться в районе 19,5–21,5%, а в 2026 году — 13–14%.

**Инфляция в 1 квартале 2025** — 8,3% с сезонной поправкой (в 4к24 было 12,9%). Оценка на 21 апреля: годовая инфляция 10,3%.

**Инфляционные ожидания **остаются высокими.

Ожидается, что **кредитование** будет остывать, а склонность к сбережениям останется высокой.

Внутренний спрос все еще превышает возможности экономики, но темпы роста замедлились.

**Безработица** минимальна, но дефицит кадров начал понемногу спадать.

Зарплаты растут быстрее, чем производительность, но компании хотят умерить индексации в 2025.

Кредитная активность остается низкой.

На среднесрочном горизонте баланс рисков для инфляции по-прежнему смещен в сторону **проинфляционных**. 

🗓**Следующее заседани**е — 6 июня 2025 года.

@ifax_go"
2025-04-25 10:06:42,"🗓**Сургутнефтегаз проведет годовое собрание акционеров 27 июня**

""Сургутнефтегаз"" проведет годовое собрание акционеров в заочной форме 27 июня, реестр акционеров для участия будет составлен по данным на 2 июня, говорится в сообщении эмитента.

Повестка общего собрания акционеров стандартная: утверждение годовой отчетности за 2024 год, распределение прибыли, в том числе утверждение размера и порядка выплаты дивидендов, избрание членов совета директоров и ревизионной комиссии, назначение аудиторской организации и прочие.

""Сургутнефтегаз"" не раскрывал отчетность за 2024 год.

@ifax_go"
2025-04-25 07:48:15,"**🌾Выручка ГК ""Русагро"" в I квартале выросла на 18%**

Выручка ГК ""Русагро"" в первом квартале этого года до межсегментных элиминаций составила 82,793 млрд рублей, что на 18% больше, чем за аналогичный период 2024 года, сообщает компания.

__""Выручка увеличилась в основном за счет роста объемов реализации сырого масла и повышения продаж мясного бизнеса, в том числе за счет консолидации группы ""Агро-Белогорье"",__ - говорится в сообщении.

Выручка масложирового бизнеса в первом квартале составила 50,765 млрд рублей, что на 18% больше, чем годом ранее. Это 61% в общей выручке.

@ifax_go"
2025-04-25 07:08:59,"🇷🇺**Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 0,8%**

Рынок акций РФ на старте торгов основной сессии на Мосбирже в пятницу растет в ожидании новостей по урегулированию российско-украинского конфликта, вероятных сигналов от ЦБ РФ о смягчении в будущем денежно-кредитной политики. Индексы МосБиржи и РТС за минуту основных торгов прибавили по 0,8%, лидируют в росте акции ПАО ""Группа компаний ПИК"" (+4,5%) и ""ВК"" (+3,3%).

К 10:01 МСК индекс МосБиржи составил 2967,37 пункта (+0,8%), индекс РТС - 1128,21 пункта (+0,8%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 1,7%.

Официальный курс доллара США, установленный ЦБ РФ с 25 апреля, составляет 82,8559 руб. (+49,22 копейки).

@ifax_go"
2025-04-25 07:07:06,"**Рубль утром стабилен в паре с юанем перед решением Банка России по ключевой ставке**

По итогам первой минуты торгов курс юаня составил 11,3595 руб. (+0,55 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 3,84 коп. выше уровня действующего официального курса.

@ifax_go"
2025-04-25 07:04:22,"**ВТБ в I квартале увеличил прибыль по МСФО на 15,4%**

Чистая прибыль ВТБ по МСФО в первом квартале 2025 года выросла на 15,4% по сравнению с аналогичным периодом прошлого года, до 141,2 млрд рублей, свидетельствует отчетность группы.

Рентабельность капитала группы составила 20,9% по сравнению с 22,1% в первом квартале 2024 года.

Опубликованные результаты оказались значительно выше консенсус-прогноза ""Интерфакса"", предполагавшего квартальную прибыль на уровне 92 млрд рублей.

Чистые процентные доходы ВТБ ожидаемо снизились - на 65,8% год к году, до 52,6 млрд рублей. Чистая процентная маржа в первом квартале составила 0,7% по сравнению с 2,2% в первом квартале 2024 года.

Основным драйвером прибыли стали результаты от операций с ценными бумагами. Так, прочие операционные доходы группы в отчетном периоде составили 233 млрд рублей.

Расходы на создание резервов выросли вдвое, до 57,8 млрд рублей (по юрлицам было создано 14,7 млрд рублей, по физлицам - 43,1 млрд рублей). Стоимость риска составила 0,8% по сравнению с 0,6% в первом квартале 2024 года.

@ifax_go"
2025-04-25 06:39:30,"**""Самолет"" в 2024 году увеличил EBITDA на 16%**

Девелопер ""Самолет"" в 2024 году увеличил EBITDA по МСФО на 16%, до 83,6 млрд рублей.

Согласно отчетности, чистая прибыль упала в 3 раза, до 8,2 млрд рублей.

Накануне аналитики ожидали EBITDA ""Самолета"" в диапазоне 74-78,3 млрд рублей, чистую прибыль - 5-7,1 млрд рублей.

@ifax_go"
2025-04-25 06:22:26,"**Alphabet в I квартале увеличила чистую прибыль на 46%**

Американская Alphabet Inc., холдинговая компания Google, в первом квартале 2025 года увеличила чистую прибыль на 46% и выручку - на 12%, что оказалось лучше прогнозов экспертов.

Как сообщается в пресс-релизе компании, чистая прибыль в январе-марте составила $34,540 млрд, или $2,81 в расчете на акцию, по сравнению с $23,662 млрд, или $1,89 на акцию, полученными за аналогичный период прошлого года.

Выручка поднялась до $90,234 млрд с $80,539 млрд годом ранее.

Опрошенные FactSet аналитики в среднем оценивали прибыль компании на уровне $2,01 на акцию при выручке в $89,17 млрд.

Alphabet увеличила размер квартальных дивидендов на 5% - до 21 цента на акцию с 20 центов. Выплаты пройдут 16 июня, закрытие реестра акционеров назначено на 9 июня.

Кроме того, компания объявила о запуске программы выкупа своих акций класса ""А"" и ""С"" объемом $70 млрд.

@ifax_go"
2025-04-25 06:04:45,"**""Яндекс"" объявляет финансовые результаты за I квартал 2025 года**

МКПАО ""Яндекс"" по итогам I квартала 2025 года увеличило выручку по МСФО на 34%, до 306,5 млрд рублей, сообщила компания.

Скорректированная EBITDA в отчетном периоде выросла на 30% и составила 48,9 млрд рублей. Рентабельность по показателю - 16%.

Показатель по выручке и скорр. EBITDA оказались лучше консенсус-прогноза ""Интерфакса"": опрошенные аналитики ожидали выручку на уровне 304,3 млрд рублей, показатель скорр. EBITDA - 47,06 млрд рублей.

Скорректированная чистая прибыль в I квартале составила 12,8 млрд рублей, что в 1,7 раза ниже, чем за тот же период 2024 года.

""Яндекс"" подтвердил ожидания по росту выручки в 2025 году более 30% и скорректированному показателю EBITDA не менее 250 млрд руб., сообщила компания.

__Фото: пресс-релиз МКПАО «Яндекс»__

@ifax_go"
2025-04-25 05:51:01,"🛢**Нефть дорожает, но завершает неделю в минусе**

Цены на нефть повышаются в пятницу, но завершают неделю в минусе.

Трейдеры оценивают противоречивые сигналы относительно торговых отношений США и Китая. Американский президент Дональд Трамп заявил накануне, что представители его администрации ведут переговоры с Китаем, однако Пекин отрицает это.

Представитель Минторга КНР Хэ Ядун сказал в ходе пресс-конференции в четверг, что стороны не ведут переговоров, назвав __""беспочвенными""__ любые сообщения об их продвижении.

Стоимость июньских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:15 мск составляет **$67,03 за баррель**, что на $0,48 (0,72%) выше, чем на закрытие предыдущих торгов. 

Фьючерсы на нефть WTI на июнь на электронных торгах Нью-Йоркской товарной биржи увеличились в цене к этому времени на $0,53 (0,84%), до $63,32 за баррель. 

@ifax_go"
2025-04-25 05:40:03,"🇺🇸**Фондовые индексы США завершили в плюсе третью сессию подряд**

Американские фондовые индексы выросли в четверг, завершив в плюсе третью сессию подряд.

Инвесторы изучали квартальную отчетность компаний, а также следили за сигналами Белого дома относительно перспективы нормализации торговых отношений США с Китаем.

Котировки акций Tesla Inc. по итогам сессии выросли на 3,5%, Nvidia Corp. - на 3,6%, Microsoft Corp. - на 3,5%, Amazon.com Inc. - на 3,3%, Meta (признана в РФ экстремистской организацией и запрещена) и Alphabet Inc. - на 2,5%, Apple Inc. - на 1,8%.

Procter & Gamble Co., крупнейший в мире производитель потребительских товаров, и PepsiCo Inc., один из крупнейших в мире производителей безалкогольных напитков, потеряли на разочаровывающей отчетности 3,7% и 4,9% капитализации соответственно.

🔺Индекс Dow Jones вырос на 1,23% и составил 40093,4 пункта.

🔺Значение S&P 500 повысилось на 2,03% - до 5484,77 пункта.

🔺Nasdaq прибавил 2,74%, составив 17166,04 пункта.

@ifax_go"
2025-04-24 17:21:24,"**Краткий обзор экономической повестки дня:**

🔹 Интернет-холдинг VK по итогам I квартала 2025 года получил выручку в 35,5 млрд рублей, что на 16% выше показателя аналогичного периода 2024 года.

🔹 EBITDA группы ММК в I квартале 2025 года составила 19,758 млрд рублей, что на 15,3% ниже данных за четвертый квартал 2024 года, падение по сравнению с аналогичным периодом 2024 года составило 53%.

🔹 ЗАО ""Балчуг Капитал"" стало владельцем дочернего банка американской Goldman Sachs Group в России.

🔹 Приобретением ""Росгосстраха"" у ВТБ интересуются два покупателя, заявил Андрей Костин.

🔹 Совет директоров ПАО ""Соллерс"" рекомендовал выплатить дивиденды за 2024 год в размере 70 рублей на акцию.

🔹 Совет директоров МТС-банка утвердил параметры допэмиссии: банк может увеличить уставный капитал на 3,46 млрд рублей путем размещения по открытой подписке 6 млн 925 тыс. дополнительных обыкновенных акций номинальной стоимостью 500 рублей.

🔹 Совет директоров ПАО ""ВИ.ру"" (бренд ""ВсеИнструменты.ру"") на заседании 25 апреля рассмотрит вопрос о выплате дивидендов.

🔹 Российские банки справятся с увеличением антициклической надбавки с 1 июля 2025 года с 0,25% до 0,5%, ЦБ решил сохранить график установления этого норматива.

#итогидня
@ifax_go"
2025-04-24 15:57:08,"🇷🇺**Рынок акций РФ консолидировался у 2945п по индексу МосБиржи **

Рынок акций РФ по итогам торгов в четверг консолидировался при смешанной динамике blue chips из-за выборочной фиксации прибыли игроками на фоне сомнений в скором урегулировании военного конфликта на Украине, в то время как внешние фондовые площадки подавали разнополярные сигналы и показала слабость нефть. Индекс МосБиржи завершил торги в районе 2945 пунктов, лучше рынка выглядели бумаги ПАО ""Группа компаний ПИК"" (+6%) и ""Газпрома"" (+1,7%), аутсайдерами стали ""Газпром нефть"" (-1,4%) и ""ВК"" (-1,3%).

По итогам основных торгов индекс МосБиржи составил 2944,43 пункта (+0,04%, днем индекс поднимался выше 2970 пунктов), индекс РТС - 1119,49 пункта (-0,55%); цены большинства ""голубых фишек"" на Мосбирже изменились в пределах 1,4%.

Официальный курс доллара США, установленный ЦБ РФ с 25 апреля, составил 82,8559 руб. (+49,22 копейки).

@ifax_go"
2025-04-24 15:35:47,"**ЦБ РФ сохраняет график установления антициклической надбавки, банки справятся с ее повышением до 0,5%**

Российские банки справятся с увеличением антициклической надбавки с 1 июля 2025 года с 0,25% до 0,5%, ЦБ решил сохранить график установления этого норматива, говорится в сообщении регулятора.

__""С учетом роста запаса капитала у отдельных банков и снижения Банком России в I квартале 2025 года макропруденциальных надбавок по ипотеке и по кредитным картам в льготном периоде, все банки справляются с соблюдением с 1 июля 2025 года антициклической надбавки в размере 0,5% от активов, взвешенных по риску, при сохранении сбалансированного роста кредитования"", __- отмечает ЦБ.
Показатель достаточности капитала банковского сектора в I квартале текущего года увеличился c 12,5% до 13% (темпы роста запаса капитала различались по банкам), подчеркивает регулятор.

По его мнению, повышение антициклической надбавки наряду с макропруденциальными буферами по отдельным видам кредитов будет способствовать большей устойчивости банков.

@ifax_go"
2025-04-24 14:42:34,"🛢**Brent подорожала до $66,37 за баррель**

Нефть остается в плюсе вечером в четверг, однако растеряла часть роста, достигнутого ранее в ходе торгов.

Стоимость июньских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 17:23 мск увеличивается на $0,25 (0,38%), до $66,37 за баррель.

Фьючерсы на нефть WTI на июнь на торгах Нью-Йоркской товарной биржи подорожали к этому времени на $0,35 (1,12%), до $62,62 за баррель.

@ifax_go"
2025-04-24 14:35:00,"**""Акрон"" разместил бонды на $200 млн с расчетами в рублях**

ПАО ""Акрон"" завершило размещение облигаций серии БО-001Р-08 со сроком обращения около 2,5 года (930 дней) объемом $200 млн с расчетами в рублях, сообщил эмитент на ленте раскрытия информации.

Сбор заявок на выпуск прошел 21 апреля. При открытии книги заявок ориентир купона был сразу снижен с не выше 8,75% годовых до не выше 8,5% годовых, в ходе маркетинга он еще дважды снижался. Ставка ежемесячных купонов установлена в размере 7,95% годовых.

По займу будет предусмотрена амортизация: по 50% от номинала будет погашено в даты выплат 28-го и 31-го купонов, в результате расчетная дюрация составит около 2,2 года. Номинал одной облигации - $1 тыс.

Агент по размещению - ИК ""Табула Раса"".

@ifax_go"
2025-04-24 14:24:14,"💵💶**Официальные курсы ЦБ РФ с 25 апреля - 82,8559 руб./$1 и 94,7129 руб.****/EUR1**

@ifax_go"
2025-04-24 14:14:53,"🇺🇸**Фондовые индексы США повышаются в четверг**

Американские фондовые индексы повышаются в четверг.

Фондовые индексы выросли накануне на сигналах Вашингтона и Пекина о готовности к переговорам по торговой сделке. Однако министр финансов США Скотт Бессент несколько умерил ожидания рынка, отметив, что президент США Дональд Трамп не планирует снижать пошлины в одностороннем порядке.

Среди компаний ""великолепной семерки"" (Magnificent Seven) котировки акций Tesla Inc. повышаются на 0,8%, Nvidia Corp. - на 1,6%, Amazon.com Inc. - на 0,9%, Meta (признана в РФ экстремистской организацией и запрещена) - на 0,4%, Microsoft Corp. - на 1,4%, Alphabet Inc. - на 1,1%, Apple Inc. - на 0,03%.

Бумаги Boeing Co. дешевеют на 1,2%, Coca-Cola Co. - на 0,3%, Walmart Inc. - на 0,9%.

🔺Индекс Dow Jones по данным на 17:00 мск повысился на 0,09% и составил 39634,12 пункта.

🔺Значение S&P 500 поднялось на 0,71% - до 5414,17 пункта.

🔺Nasdaq прибавил 1,27%, составив 16933,21 пункта.

@ifax_go"
2025-04-24 14:04:17,"**Совет директоров МТС-банка одобрил увеличение уставного капитала на 3,46 млрд рублей**

Совет директоров МТС-банка утвердил параметры допэмиссии: банк может увеличить уставный капитал на 3,46 млрд рублей путем размещения по открытой подписке 6 млн 925 тыс. дополнительных обыкновенных акций номинальной стоимостью 500 рублей, свидетельствуют материалы кредитной организации.

Уставный капитал банка составляет 17,3 млрд рублей, разделен на 34 млн 629 тыс. 063 обыкновенных акции номинальной стоимостью 500 рублей каждая и 600 привилегированных акций таким же номиналом.

__""Привлечение дополнительного капитала МТС-банк рассматривает для прироста нового кредитного портфеля с высоким показателем рентабельности (ROE +35%) и возможных сделок M&A с недооцененными активами с существенным дисконтом, которые дадут синергетический эффект для банка"", __- заявили в банке, комментируя допэмиссию.

Цена размещения будет установлена советом директоров после окончания срока действия преимущественного права приобретения акций и не позднее начала их размещения. Цена определяется исходя из их рыночной стоимости и не может быть ниже их номинальной стоимости.

@ifax_go"
2025-04-24 13:39:49,"⚖️**Инвесторам нужен свой омбудсмен с правом подачи коллективных исков - НАУФОР**

НАУФОР предлагает рассмотреть возможность создания института омбудсмена инвесторов, на который могли бы быть возложены функции по защите интересов как физлиц, так и институционалов от действий эмитентов, а также правоохранительных органов.

__""Эта идея основана на относительной слабости институциональных инвесторов, неспособных должным образом повлиять на эмитентов, на относительной слабости ассоциаций инвесторов, неспособных повлиять на эмитентов и правоохранительные органы"", __- сказал президент НАУФОР Алексей Тимофеев журналистам.

Омбудсмен должен назначаться президентом РФ и иметь право подавать иски в интересах групп инвесторов, обжаловать судебные решения, подавать заявления в правоохранительные органы, привлекаться ими и судами для оценки последствий правоприменительных действий для финансового рынка, считает НАУФОР.

__""Это похоже на бизнес-омбудсмена с точки зрения полномочий, там полномочия достаточно сильные"",__ - отметил Тимофеев. __""Если бы такой омбудсмен мог в интересах инвесторов урегулировать проблемы, которые на рынке возникают между инвесторами и эмитентами, инвесторами и судами, инвесторами и правоохранительными органами, это, как кажется, само по себе дисциплинировало бы и тех, и других, и третьих, и реально могло бы этому помочь"",__ - заключил он.

@ifax_go"
2025-04-24 13:29:41,"📈**Акции ""Соллерса"" отреагировали ростом на 3,5% на рекомендацию СД дивидендов за 2024 год **

Акции ""Соллерса"" в ходе торгов на Московской бирже в четверг выросли на 3,5% (до 725,5 рубля за штуку) на фоне рекомендации совета директоров компании дивидендов за 2024 год в размере 70 рублей на акцию.

@ifax_go"
2025-04-24 13:07:01,"**""Соллерс"" планирует выплатить финальные дивиденды за 2024 год в размере 70 руб. на акцию**

Совет директоров ПАО ""Соллерс"" рекомендовал выплатить дивиденды за 2024 год в размере 70 рублей на акцию, сообщила компания.

Реестр для получения дивидендов, как ожидается, будет закрыт 11 июня.

Годовое собрание акционеров ""Соллерса"" пройдет 30 мая в форме заседания, совмещаемого с заочным голосованием. Реестр участников закрывается 5 мая.

@ifax_go"
2025-04-24 12:21:20,"**Рубль днем отыграл утренние потери и почти не меняется в паре с юанем на фоне роста нефти**

Китайский юань растерял утренний рост и почти не меняется на Московской бирже днем в четверг. Рубль отыграл потери на фоне активно растущей нефти и в рамках подготовки экспортеров к налоговым выплатам апреля. 

Курс китайской валюты в 15:00 мск составил 11,3785 руб., что всего на 0,35 коп. выше уровня закрытия предыдущих торгов.

@ifax_go"
2025-04-24 11:41:01,"🔮**Дайджест инвестпрогнозов:**

🔹 Аналитики единогласно ждут сохранения ключевой ставки ЦБ РФ в ближайшую пятницу, 25 апреля, на уровне 21% (третий раз подряд). При этом большинство экспертов надеются на смягчение регулятором риторики.

🔹 Изменение сигналов от Банка России по итогам заседания совета директоров в пятницу, 25 апреля 2025, на фоне сохранения крайне высоких инфляционных ожиданий маловероятно, считает аналитик банка ПСБ.

🔹 ""Финам"" открыл торговую идею ""покупать акции ""Магнитогорского металлургического комбината"" (ММК) с целью 39,55 рубля за штуку"" с горизонтом инвестирования 2-8 недель. Цена входа: текущая рыночная, потенциальная доходность: 13%, стоп-приказ: 33,69 рубля.

🔹 Прогнозная стоимость акций ПАО ""Озон Фармацевтика"" на горизонте года составляет 70 рублей за штуку, что предполагает потенциал роста 25% от текущего уровня, говорится в материале аналитика инвестиционной компании Freedom Finance Global.

🔹 ""Т-Инвестиции"" сохраняют нейтральную оценку акций Positive Technologies.

🔹 Акции ПАО ""Промомед"" на текущих ценовых уровнях недооценены рынком с учетом дальнейшего роста результатов компании в ближайшие годы, говорится в материале аналитика ""БКС Мир инвестиций"".

🔹 Инвестиционный банк ""Синара"" пока сохраняет рейтинг ""покупать"" для акций ПАО ""Соллерс"".

🔹 Подъем котировок золота может возобновиться на фоне покупок драгметалла крупными мировыми центробанками, считает аналитик ""Алор Брокера"".

🔹 Сильный позитив для рынка рублевых гособлигаций по итогу заседания Банка России 25 апреля 2025 года маловероятен, привлекательность длинных ОФЗ-ПД и корпоративных бумаг с фиксированным купоном сохраняется, говорится в материале аналитика банка ПСБ.

🔹 Потенциал роста акций ""Газпром нефти"" может оказаться ограниченным, полагает аналитик инвесткомпании ""Велес Капитал"".

🔹 Акции Сбербанка, ""Т-Технологий"" и Совкомбанка являются фаворитами банковского сектора на российском рынке, говорится в материале аналитиков сервиса ""Газпромбанк Инвестиции"".

🔹 Инвестиционная компания ""АКБФ"" понизила прогнозную стоимость акций ""Группы Астра"" с 613,14 рубля до 555,13 рубля за штуку, что предполагает среднесрочный потенциал роста 33% от текущего уровня и рекомендацию ""покупать"".

#экспертыотмечают #прогноз
@ifax_go"
2025-04-24 08:54:47,"🗣**ЦБ РФ в пятницу сохранит ставку на уровне 21% - Костин**

__""Я думаю, что она сохранится. Я удивляюсь, такой большой интерес всегда к этому, но последнее слово всегда за Центральным банком"",__ - сообщил глава ВТБ Андрей Костин на встрече с клиентами ВТБ Private Banking.

__""Пока я не вижу причин ни в одну, ни в другую сторону двигаться (снижать или повышать ключевую ставку - ИФ). Инфляция, с одной стороны, не растет и даже несколько снижается, но не так быстро, как рассчитывал Центральный банк"",__ - сказал он, отметив, что кредитование тоже замедлилось.

Консенсус-прогноз аналитиков предполагает неизменность ставки ЦБ в пятницу. При этом эксперты ждут смягчения риторики регулятора.

@ifax_go"
2025-04-24 08:40:53,"🔺**Золото дорожает на 1,5% после рекордного за четыре года падения накануне**

Фьючерсы на золото дорожают в четверг, восстанавливаясь после самого резкого почти за четыре года обвала по итогам предыдущей сессии.

Котировки июньских фьючерсов на золото на бирже Comex к 11:26 мск повысились на 1,5% - до $3343 за тройскую унцию. Ранее на этой неделе золото превышало $3500 за унцию.

В среду драгметалл упал в цене на 3,7%, максимальными темпами с июня 2021 года, по данным Dow Jones Market Data. Падение было спровоцировано смещением интереса инвесторов в сторону более рисковых активов после того, как Вашингтон и Пекин сигнализировали о готовности к переговорам по торговой сделке.

@ifax_go"
2025-04-24 08:27:52,"**""Группа Позитив"" увеличила объем отгрузок в I квартале до 3,8 млрд рублей**

Объем отгрузок ПАО ""Группа Позитив"" (головная компания группы Positive Technologies, занимающейся разработкой решений в области информационной безопасности) в I квартале 2025 года вырос до 3,8 млрд рублей с 1,8 млрд рублей за аналогичный период 2023 года, говорится в сообщении компании.

Согласно промежуточной сокращенной консолидированной финансовой отчетности компании за I квартал, ее выручка составила 2,34 млрд рублей против 2,17 млрд рублей годом ранее.

Показатели EBITDA и EBITDAC (управленческий показатель, который отличается от показателя EBITDA на разницу между выручкой и отгрузками и на сумму капитализированных расходов - затрат на разработку и других видов расходов) по итогам квартала имеют отрицательное значение - минус 1,5 млрд рублей (минус 1,1 млрд рублей в I квартале 2024 года) и минус 2 млрд рублей (минус 2,7 млрд рублей). Также отрицательное значение имеет показатель NIC (чистая прибыль без учета капитализации расходов, net income before capitalization of expenses, является базой для расчета дивидендов) - минус 2,9 млрд рублей (минус 2,8 млрд рублей).

При этом чистый долг компании на 31 марта 2025 года сократился до 11,5 млрд рублей с 19,2 млрд рублей на 31 декабря 2024 года. Соотношение чистого долга к EBITDA LTM (6 млрд рублей на конец квартала) уменьшилось до 1,92 с 2,97 на конец 2024 года.

@ifax_go"
2025-04-24 07:15:31,"**ММК в I квартале сократил EBITDA на 15,3% - до 19,8 млрд рублей**

EBITDA группы ММК (флагманский актив - ""Магнитогорский металлургический комбинат"") в I квартале 2025 года составила 19,758 млрд рублей, что на 15,3% ниже данных за четвертый квартал 2024 года, говорится в сообщении компании. Падение по сравнению с аналогичным периодом 2024 года составило 53%.

Консенсус-прогноз ""Интерфакса"" по этому показателю составлял 20,3 млрд рублей (-13% кв./кв.).

Выручка компании по МСФО сократилась на 4,3% к предыдущему кварталу (-17,9% г/г), составив 158,5 млрд рублей. Консенсус - 155,4 млрд рублей (-6,2% кв./кв.).

Свободный денежный поток в первом квартале составил отрицательные 455 млн рублей. Средний прогноз аналитиков составлял минус 1,5 млрд рублей.

@ifax_go"
2025-04-24 07:09:14,"🇷🇺**Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 0,6%**

Рынок акций РФ на старте торгов основной сессии на Мосбирже в четверг умеренно растет на фоне смешанных сигналов с внешних рынков, подорожавшей нефти и данных Росстата о замедлении инфляции в России; инвесторы также ожидают геополитических новостей относительно процесса мирного урегулирования военного конфликта на Украине. Индексы МосБиржи и РТС за минуту торгов прибавили по 0,6%, лидируют в росте акции ПАО ""Группа компаний ПИК"" (+2%) и ""Газпрома"" (+1,8%).

К 10:01 МСК индекс МосБиржи составил 2960,74 пункта (+0,6%), индекс РТС - 1132,41 пункта (+0,6%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 1,3%.

Официальный курс доллара США, установленный ЦБ РФ с 24 апреля, составляет 82,3637 руб. (+90,17 копейки).

@ifax_go"
2025-04-24 07:07:19,"**Рубль утром снижается в паре с юанем, несмотря на рост нефти**

По итогам первой минуты торгов курс юаня составил 11,4175 руб. (+4,25 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 7,87 коп. выше уровня действующего официального курса.

@ifax_go"
2025-04-24 07:06:34,
2025-04-24 07:06:34,
2025-04-24 07:06:34,"**Интернет-холдинг VK опубликовал результаты за I квартал 2025 года**

Интернет-холдинг VK по итогам I квартала 2025 года получил выручку в 35,5 млрд рублей, что на 16% выше показателя аналогичного периода 2024 года, сообщила компания.

Показатель оказался лучше консенсус-прогноза ""Интерфакса"": накануне опрошенные аналитики ожидали, что выручка составит 35,3 млрд рублей.

Скорректированная EBITDA компании в отчетном квартале составила 5 млрд рублей - показатель вырос в 4,7 раза по отношению к I кварталу 2024 года. Рентабельность скорр. EBITDA выросла на 11 п.п. - до 14%.

__""Компания сохраняет прогноз на 2025 год и ожидает, что скорр. EBITDA составит более 10 млрд рублей по итогам года""__, - указано в релизе.

__Фото: презентация МКПАО ""ВК""__

@ifax_go"
