Дата,Текст
2025-02-24 14:36:33,"❗️**Мосбиржа запустит торги на фондовом рынке по выходным 1 марта **

""Московская биржа"" 1 марта запустит торги акциями по выходным в экспериментальном режиме, обеспечивающем возможность поэтапного подключения участников рынка по мере их готовности, говорится в сообщении площадки.

На первом этапе к торгам в выходные будут допущены наиболее ликвидные акции. Ценовые границы будут сужены до 3% от закрытия предыдущего торгового дня.

Согласно сообщению биржи, 1 марта торги начнутся в 14:00 мск с аукциона открытия и завершатся в 19:00 мск, 2 марта они будет проводиться с 09:50 до 19:00 мск.

@ifax_go"
2025-02-24 14:11:07,"💵💶**Официальные курсы ЦБ РФ с 25 февраля - 88,2065 руб./$1 и 92,5162 руб.****/EUR1**

@ifax_go"
2025-02-24 14:06:26,"🔮**Дайджест инвестпрогнозов:**

🔹 Акции компаний сектора недвижимости в текущих обстоятельствах не являются фаворитами на российском рынке, считают аналитики инвестиционной компании ""Цифра брокер"".

🔹 Инвестиционная компания ""АКБФ"" рекомендует покупать акции ПАО ""Распадская"" со среднесрочной прогнозной стоимостью 321,68 рубля за штуку, что предполагает потенциал роста 21% от текущего уровня. 

🔹 ""БКС Мир инвестиций"" открыл парную торговую идею ""Лонг в акциях Ozon и X5/Шорт в акциях АЛРОСА и ММК"" с ожидаемой доходностью 20% на горизонте четырех месяцев. 

🔹 Заявленный ориентир нового выпуска облигаций ""Группы ЛСР"" серии 001P-10 находится вблизи справедливого уровня, говорится в обзоре инвестиционного банка ""Синара"".

🔹 ""Финам"" открыл торговую идею ""покупать акции ""Северстали"" с целью 1590 рублей за штуку"" с горизонтом инвестирования 3-4 недели. Цена входа: текущая рыночная, потенциальная доходность: 12,33%, стоп-приказ: 1295 рублей. 

🔹 Рынок акций РФ может вырасти еще на 60-70% от текущих уровней к концу 2026 года, полагает эксперт УК ""Альфа-Капитал"".

🔹 Акции Московского кредитного банка (МКБ), ""Магнита"" и ""ЛУКОЙЛа"" будут интересны на текущей неделе, считает аналитик ""БКС Мир инвестиций"". 

🔹 Новый выпуск десятилетних корпоративных облигаций ""Балтийского лизинга"" серии БО-П15 может представлять интерес для инвесторов на фоне обращающихся бумаг, считают аналитики инвестиционного банка ""Синара"".

🔹 ""БКС Мир инвестиций"" заменил бумаги Сбербанка на X5 в составе дивидендной корзины ""Топ-5 акций компаний РФ"". Аналитики прогнозируют 33% дивдоходности по акциям X5 на 12 месяцев вперед и общий дивиденд в размере 1140 рублей на акцию. 

🔹 Акции ПАО ""Распадская"" и ""Мечела"" неинтересны для долгосрочных покупок, говорится в материале аналитика Промсвязьбанка.

🔹 ""Мои Инвестиции"" негативно оценивают акции ПАО ""Распадская"". 

🔹 Акции финансового сектора остаются наиболее привлекательными для долгосрочных покупок, считает руководитель направления инвестиционного консультирования ""Алор Брокера"".

🔹 Рубль, вероятно, продолжит умеренное укрепление на текущей неделе в отсутствие негативных внешних новостей, в ближайшие дни возможен уход в район 11,9 руб. за юань и 87 руб./$1, считает аналитик Промсвязьбанка. 

🔹 Вероятен переход рынка ОФЗ к консолидации в ближайшие одну-две недели, для продолжения роста нужны новые триггеры, полагает аналитик Промсвязьбанка. 

🔹 ""Т-Инвестиции"" повысили прогнозную стоимость акций ""Яндекса"" до 5300 рублей за штуку. 

🔹 Германская оборонная компания Rheinmetall AG может получить значительную поддержку за счет ожидаемого роста оборонных расходов при новом правительстве Германии, полагают аналитики банка UBS. Эксперты улучшили рекомендацию для бумаг компании до ""покупать"" и повысили целевую цену до 1208 евро за акцию. 

#экспертыотмечают #прогноз
@ifax_go"
2025-02-24 12:18:45,"**""АЛРОСА"" утвердила вторую программу биржевых бондов на 200 млрд рублей**

Наблюдательный совет АК ""АЛРОСА"" утвердил программу биржевых облигаций серии 002Р объемом 200 млрд рублей включительно или эквивалент этой суммы в иностранной валюте, сообщила компания на ленте раскрытия информации.

В рамках бессрочной программы облигации могут быть размещены на срок до 10 лет. По усмотрению эмитента будет предусмотрена возможность досрочного, в том числе частичного досрочного погашения облигаций, размещаемых в рамках программы.

Первая программа биржевых бондов эмитента на 100 млрд рублей была зарегистрирована Московской биржей в октябре 2021 года, в рамках неё было размещено два выпуска облигаций на 70 млрд рублей.

@ifax_go"
2025-02-24 10:36:25,"🇷🇺**Рынок акций РФ днем приостановил рост на фоне новых санкций ЕС к РФ**

Рынок акций РФ днем в понедельник приостановил рост на фоне утверждения ЕС 16-го пакета антироссийских санкций, что несколько сбило ""бычий"" настрой игроков, подогретый ранее ожиданиями новостей относительно российско-американских переговоров по урегулированию конфликта вокруг Украины; сдерживающим фактором также выступает просевшая в пятницу нефть. Индекс МосБиржи проторговывает рубеж 3300 пунктов, в лидерах роста выступают акции ряда металлургов и Московского кредитного банка (+2,6%).

К 13:00 МСК индекс МосБиржи составил 3297,72 пункта (+0,4%, в начале основной сессии индекс поднимался выше 3316 пунктов), индекс РТС - 1178,27 пункта (+0,4%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 3,9%.

Подорожали акции ""ММК"" (+3,9%), ""Северстали"" (+1,9%), АФК ""Система"" (+1,9%), ОК ""Русал"" (+1,5%), ""Татнефти"" (+1,1%), ВТБ (+1,1%), ""НЛМК"" (+1%), ""Интер РАО"" (+0,9%), ""Магнита"" (+0,9%), ""НОВАТЭКа"" (+0,8%).

Подешевели акции ""Роснефти"" (-0,5%), ""РусГидро"" (-0,3%), ""ЛУКОЙЛа"" (-0,1%), ""МТС"" (-0,1%).

@ifax_go"
2025-02-24 10:10:38,"🇪🇺**Инфляция в еврозоне в январе ускорилась до 2,5%, максимума с июля**

Потребительские цены в еврозоне в январе увеличились на 2,5% в годовом выражении, по окончательным данным статистического управления Европейского союза.

Таким образом, инфляция ускорилась по сравнению с декабрем 2024 года, когда она составляла 2,4%, и обновила максимум с июля прошлого года.

Окончательные данные совпали как с предварительной оценкой, так и с ожиданиями аналитиков.

@ifax_go"
2025-02-24 10:03:33,"**""Северсталь"" сохранит существующую дивполитику**

""Северсталь"" планирует сохранить существующую дивидендную политику, заявил гендиректор компании Александр Шевелев в интервью телеграм-каналу ""Вредный инвестор"".

__""Очевидно, что решение о выплате дивидендов будет зависеть от экономики РФ, экономики ""Северстали"", спроса на рынке стали, который, мы видим, к сожалению снижается, __- заявил он. - __Я бы не хотел отмечать индикативов по размерам дивидендов и цифр. Могу только сказать, что ""Северсталь"" продолжит свою дивидендную политику. На наш взгляд, она достаточно прозрачная, достаточно щедрая. Мы выплачиваем 100% денежного потока, а может быть и выше, опять же при решении совета директоров"".__

Дивидендная политика компании привязана к FCF. При коэффициенте чистый долг/EBITDA ниже 0,5х компания может распределить в качестве квартальных дивидендов до 100% чистого потока денежных средств (FCF). Металлургическая компания вернулась к поквартальным дивидендным выплатам в 2024 году после длительного перерыва с третьего квартала 2021 года. По итогам III квартала компания выплатила 49,06 руб. на акцию. За IV квартал 2024 года совет директоров рекомендовал не выплачивать дивиденды для обеспечения стабильного финансового положения компании в будущем в ситуации высокой неопределенности на рынке. Свободный денежный поток ""Северстали"" в IV квартале составил отрицательные 2,2 млрд рублей.

По словам Шевелева, capex компании в 2026 году будет __""очень похожим, возможно, чуть поменьше""__ рекордного объема 2025 года (169 млрд руб. - ИФ).

Ориентир производства в 2025 году у компании - около 11 млн тонн стали.

@ifax_go"
2025-02-24 09:25:01,"🗣**Минэкономразвития в целом разделяет прогноз ЦБ по инфляции в 2025 году в 7-8%**

__""Мы сейчас будем смотреть свой прогноз. По ощущениям диапазон такой же примерно"",__ - прокомментировал журналистам министр экономического развития РФ Максим Решетников новый прогноз ЦБ по инфляции в 7-8% на 2025 год и ожидания Минэкономразвития.

__""Пока рано цифры конкретные называть (Минэкономразвития в отличие от ЦБ представляет не интервальный прогноз, а конкретное число - ИФ). В марте будем готовить прогноз"", __- добавил он.

По его словам, правительство совместно с ЦБ предпринимает согласованные действия по сдерживанию инфляции. __""Действия предпринимаем все вместе (правительство и ЦБ - ИФ), но сдвиг потребительских предпочтений достаточно ощутим. С другой стороны, надо расширять предложение, здесь находимся в постоянном диалоге с Минсельхозом"",__ - сказал министр.

Как сообщалось, ЦБ 14 февраля повысил прогноз по инфляции в РФ в 2025 году до 7,0-8,0% с 4,5-5,0%, ожидает возвращение инфляции к таргету в 4% по-прежнему в 2026 году.

@ifax_go"
2025-02-24 09:19:50,"**Текущий курс рубля в 88 руб./$ более крепкий, чем ожидало Минэкономразвития, исходя из платежного баланса **

Текущий курс рубля на уровне 88 рублей за доллар более крепкий, чем ожидало Минэкономразвития, исходя из платежного баланса, волатильность рубля объясняется __""разрушением""__ биржевого механизма, Минэкономразвития подготовит уточненный прогноз в марте-апреле, заявил журналистам министр экономического развития РФ Максим Решетников.

По его словам, крепкий рубль влияет на экспортеров по-разному в зависимости от отрасли, в частности для угольной промышленности это __""большая проблема"",__ для производителей удобрений не столь существенная.

__""Если говорить о курсе именно в 88 рублей за доллар, то он, конечно, более крепкий, чем баланс, который мы видели и который сейчас стоит в наших прогнозах"",__ - ответил он на вопрос, объясняется ли укрепление рубля и фундаментальными факторами с точки зрения платежного баланса или носит исключительно психологический характер.

__""У нас сейчас рынок гораздо более волатильный с прошлого года после того, как биржевой механизм по факту оказался разрушен. Мы сейчас работаем через небиржевую регистрацию контрактов""__, - пояснил Решетников существенные колебания курса рубля.

__""Наши новые оценки будем готовить в марте (Минэкономразвития по графику представляет прогноз в апреле - ИФ)"", __- сказал министр о новых ожиданиях министерства на конец года.

@ifax_go"
2025-02-24 07:40:21,"✍️**ЦБ не видит достаточной активности банков в урегулировании вопроса заблокированных активов**

ЦБ РФ уточнил подходы к резервированию выделяемых с баланса банков заблокированных активов: если не удастся провести неттинг в течение двух лет, нужно досоздать резервы, заявил в интервью ""Интерфаксу"" директор департамента банковского регулирования и аналитики ЦБ Александр Данилов.

Закон №292-ФЗ разрешает банкам до конца 2026 года создать специальное юрлицо и перевести на его баланс замороженные из-за санкций активы и пассивы. Состав выделяемого имущества и обязательств должен быть согласован с ЦБ.

__""Как мы видим целеполагание закона, который позволяет банкам выделять заблокированные активы? Это способ создать независимую компанию, с которой иностранные кредиторы могли бы взаимодействовать для урегулирования и взаимного зачета заблокированных активов и обязательств. С санкционными банками никто не контактирует по этому поводу, потому что с той стороны есть законодательный запрет на общение с организациями в SDN-списке"",__ - заявил Данилов.

ЦБ против того, чтобы единственной целью выделения активов была оптимизация резервов, поэтому уточнил подходы к их резервированию: если не удастся провести взаимный зачет в течение двух лет, то нужно будет создать резервы, как если бы эти активы оставались на балансе банка. Новый порядок будет стимулировать банки выделять активы именно для неттинга, а не для экономии на резервах, отметил Данилов.

__""С одной стороны, мы сейчас не видим достаточной активности банков в урегулировании по заблокированным активам, хотя с момента введения санкций прошло уже три года. С другой стороны, банки активно ищут возможности для минимизации резервов и ""экономии"" капитала после очень быстрого роста балансов в 2023-2024 годах. Поэтому к нам приходят с разными инициативами - от выделения заблокированных активов, в которых уже явно не осталось никакой ценности для кредиторов (и которые, скорее всего, невозможно обменять), до списания обязательств из-за их формальной невостребованности (ведь кредитор не может связаться с санкционным банком из-за правовых рисков). Мы против таких ""креативных"" подходов к урегулированию"",__ - заявил Данилов.

__""Второй момент: банки в своих пожеланиях хотели выделять активы, которые реальной стоимости не имеют, даже если не учитывать фактор блокировки. По сути, это несуществующие активы, например доли в ликвидированных компаниях. Их уже не удастся обменять на что-то и базовый сценарий здесь - постепенное признание убытков. Понятно, что нет смысла их выделять""__, - заявил он.

Единственным банком, который смог перевести часть заблокированных активов и обязательств на другое юрлицо, является Совкомбанк. О планах воспользоваться этой схемой публично заявляли Сбербанк, ВТБ и Московский кредитный банк (МКБ).

@ifax_go"
2025-02-24 07:13:16,"**Рубль утром корректируется вниз в паре с юанем после роста по итогам предыдущей недели**

По итогам первой минуты торгов курс юаня составил 12,0475 руб. (+4,75 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 0,45 коп. выше уровня действующего официального курса.

@interfaxonline"
2025-02-24 07:12:56,"🇷🇺**Рынок акций РФ открылся в основную сессию ростом индексов МосБиржи и РТС на 0,8%**

Рынок акций РФ на старте торгов основной сессии на Мосбирже в понедельник растет в ожидании новостей относительно российско-американских переговоров по урегулированию конфликта вокруг Украины, сдерживающим фактором выступает просевшая в пятницу нефть. Индексы МосБиржи и РТС за минуту торгов прибавили по 0,8% к уровню закрытия основной сессии в пятницу, лидируют в росте акции ""ММК"" (+5,1%), ""Северстали"" (+3,4%), ОК ""Русал"" (+2,9%), ""НЛМК"" (+1,9%).

К 10:01 МСК индекс МосБиржи составил 3311,03 пункта (+0,8%), индекс РТС - 1183,03 пункта (+0,8%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 1,4%.

Официальный курс доллара США, установленный ЦБ РФ с 22 февраля, составляет 88,1676 руб. (-34,27 копейки).

@ifax_go"
2025-02-24 06:56:32,"""**Газпром"" выставил оферту на выкуп евробондов в евро с погашением в апреле, права на которые учитываются в РФ**

""Газпром капитал"" объявил оферту на выкуп еврооблигаций, номинированных в евро, со сроком погашения 15 апреля 2025 года, права на которые учитываются российскими депозитариями, сообщила компания на ленте раскрытия информации.

Компания готова выкупить долговые бумаги общей номинальной стоимостью до 279,5 млн евро. Цена выкупа - 100% номинала, также владельцы получат накопленный купонный доход в размере, рассчитанном на дату зачисления еврооблигаций на счет компании. Все расчеты с держателями будут производиться в рублях.

Сбор заявок от держателей стартует в 10:00 МСК 24 февраля и завершится в 16:00 МСК 27 февраля, расчеты пройдут 5 марта. Агент выкупа - Газпромбанк. Принять участие в оферте может любое физическое или юридическое лицо.

@ifax_go"
2025-02-24 06:16:34,"**""СПБ биржа"" возобновит торги ценными бумагами после техсбоя в 9:30 мск**

Торги ценными бумагами на ""СПБ бирже"" возобновятся в 9:30 мск, говорится в сообщении площадки.

Участники торгов вправе отзывать поданные ранее заявки, отметила биржа.

Ранее биржа сообщила о приостановке торгов с 7:00 мск.

@ifax_go"
2025-02-24 05:49:58,"🛢**Нефть умеренно дешевеет в начале недели**

Цены на нефть умеренно опускаются утром в понедельник.

Стоимость апрельских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:16 мск составляет **$74,31 за баррель**, что на $0,12 (0,16%) ниже, чем на закрытие предыдущих торгов. 

Фьючерсы на нефть WTI на апрель на электронных торгах Нью-Йоркской товарной биржи снизились к этому времени на $0,19 (0,27%), до $70,21 за баррель. 

@ifax_go"
2025-02-24 05:42:25,"🇺🇸**Фондовые индексы США завершили торги в пятницу резким снижением**

Американский рынок акций упал в пятницу на неблагоприятных корпоративных новостях, а также статданных, показавших ослабление экономической активности в США при новых сигналах усиления инфляции.

Акции UnitedHealth Group Inc. стали лидером снижения среди компонентов Dow Jones в пятницу, потеряв в цене 7,2% на сообщении газеты The Wall Street Journal, что министерство юстиции США начало расследование в отношении компании, касающееся практик выставления ею счетов в рамках государственной программы медицинского страхования Medicare.

Заметно подешевели также бумаги Nvidia Corp. (-4,1%), Amazon.com Inc. (-2,83%), American Express Co. (-2,78%), 3M Co. (-2,75%).

Капитализация финтех-компании Block Inc. упала на 17,7% на новостях об отчетности.

🔻Индекс Dow Jones на закрытие рынка в пятницу снизился на 1,69% - до 43428,02 пункта.

🔻Значение S&P 500 уменьшилось на 1,71% - до 6013,13 пункта.

🔻Nasdaq упал на 2,2% - до 19524,01 пункта.

@ifax_go"
2025-02-21 17:29:46,"**Краткий обзор экономической повестки дня:**

🔹 Россия готова будет рассмотреть возобновление поставок титановой продукции американскому Boeing в случае его заинтересованности.

🔹 Ни один иностранный инвестор пока не обращался за реализацией права на обратный выкуп своих активов в РФ, для многих это право уже истекло.

🔹 ПАО ""Распадская"" завершило 2024 год с чистым убытком в размере $133 млн по сравнению с прибылью в $440 млн годом ранее.

🔹 Совет директоров ПАО ""Распадская"" рекомендовал акционерам не выплачивать дивиденды по итогам 2024 года.

🔹 АО ""Кольская ГМК"" в этом году введет в строй новое кобальтовое производство вместо пострадавшего от пожара в 2022 году.

🔹 ПАО ""Т Плюс"" в 2024 году увеличило производство электроэнергии на 3,5%, до 57,8 млрд кВт.ч.

🔹 ПАО ""ТГК-14"" в 2024 году увеличило выработку электроэнергии на 10,7%, до 3,47 млрд кВт.ч.

🔹 ГК Softline подписала рамочное соглашение о приобретении 51% в группе компаний ""Омег-Альянс"", специализирующейся на консалтинге и комплексных решениях в области производственного и операционного менеджмента.

#итогидня
@ifax_go"
2025-02-21 16:46:18,"🇷🇺 **Рынок акций РФ в пятницу просел к 3280п по индексу МосБиржи на новостях из Кремля, неделю закрыл ростом**

Рынок акций РФ в пятницу скорректировался вниз из-за фиксации прибыли игроками после известий из Кремля, что никакой конкретики по возможной встрече президентов США и России пока нет; фактором давления также выступила подешевевшая нефть (фьючерс на Brent откатился к $75 за баррель). Индекс МосБиржи опустился в район 3280 пунктов после утреннего роста к 3320 пунктам; лидерами снижения выступили акции ПАО ""Группа Астра"" (-3%), ""Мосбиржи"" (-2,3%) и ""Норникеля"" (-2,1%), при этом выросли бумаги металлургов.

По итогам торгов индекс МосБиржи составил 3283,29 пункта (-0,3%, минимум сессии - 3258,82 пункта), индекс РТС - 1173,12 пункта (+0,1%); динамика цен ""голубых фишек"" на Мосбирже оказалась смешанной в пределах 2,7%.

Официальный курс доллара США, установленный ЦБ РФ с 22 февраля, составил 88,1676 руб. (-34,27 копейки).

За неделю индексы МосБиржи и РТС выросли на 3,1-5,6%, курс доллара от ЦБ РФ снизился на 2,14 рубля.

Подешевели в пятницу также акции ВТБ (-1,5%), ""Газпрома"" (-1,4%), ""Роснефти"" (-0,9%), ПАО ""Полюс"" (-0,9%), ОК ""Русал"" (-0,9%), ""Интер РАО"" (-0,6%), ""Аэрофлота"" (-0,5%), ""Т-Технологии"" (SPB: TCSG) (-0,5%), Сбербанка (-0,4%), ""АЛРОСА"" (-0,3%), ""РусГидро"" (-0,3%), ""ЛУКОЙЛа"" (-0,2%), ""Газпром нефти"" (-0,1%), ""Сургутнефтегаза"" (-0,1% и -1,2% ""префы"").

Подорожали акции ""ММК"" (+2,7%), ""НЛМК"" (+1,9%), ""Северстали"" (+1,5%), ""НОВАТЭКа"" (+1,4%), ""МТС"" (+0,8%), ""Татнефти"" (+0,3%), АФК ""Система"" (+0,1%), ""Магнита"" (+0,1%).

@ifax_go"
2025-02-21 16:45:14,"**Рубль в пятницу сумел чуть подрасти, несмотря на сильное падение цен на нефть**

Китайский юань растерял дневной рост и немного опустился на Московской бирже по итогам торгов в пятницу. Рубль сумел слегка подрасти, несмотря на сильное падение цен на нефть. Поддержку его котировкам оказали подготовка экспортеров к налоговым выплатам февраля, а также ожидания позитивных новостей относительно российско-американских переговоров и урегулирования российско-украинского конфликта.

По словам пресс-секретаря президента РФ Дмитрия Пескова, пока не ожидается промежуточных российско-американских контактов на высшем уровне до проведения встречи президентов России и США. Россия и США не затрагивают тематику возможного смягчения антироссийских санкций в рамках украинского урегулирования, в свою очередь заявил глава МИД РФ Сергей Лавров.

Курс китайской валюты в 19:00 мск составил 12 руб., что на 1,8 коп. ниже уровня закрытия предыдущих торгов. При этом ранее в ходе торгов юань снижался до 11,907 руб. впервые с 29 августа 2024 года.

@ifax_go"
2025-02-21 16:44:03,"**🔮 Дайджест инвестпрогнозов**

🔹 ""Финам"" понизил рейтинг акций Qualcomm Inc. с ""покупать"" до ""держать"" и прогнозную стоимость с $209 до $195,3 за штуку на горизонте года, что предполагает потенциал роста 11,5% от текущего уровня.

🔹 Российскому рынку акций нужны новые драйверы для роста, снижение индекса Мосбиржи в район чуть выше 3000 пунктов пока выглядит очень вероятным, считают в ""Алор Брокер"".

🔹 Индекс Мосбиржи, вероятно, останется в диапазоне 3270-3310 пунктов в течение торговой сессии пятницы, сообщает Промсвязьбанк (ПСБ).

🔹 Индекс RGBI, скорее всего, будет торговаться в широком диапазоне 103-107 пунктов в отсутствие новых триггеров со стороны внешних и внутренних факторов, полагают в Промсвязьбанке (ПСБ).

🔹 Курс пары юань/рубль, вероятно, останется ниже уровня в 12,1 руб. за юань в ближайшее время, считают аналитики банка ""Санкт-Петербург"". Эксперты при этом отмечают, что по окончании налогового периода (28 февраля) он может вернуться выше указанного уровня.

🔹 ""Мои Инвестиции"" сохраняют положительную оценку акций МКПАО ""Яндекс"" , прогнозная стоимость бумаги на горизонте года составляет 5300-5500 рублей за штуку. Эмитент ждет в 2025 году роста выручки более чем на 30% и скорр. EBITDA не менее 250 млрд руб., отмечают эксперты.

🔹 Прогнозная стоимость акций МКПАО ""Яндекс"" на горизонте двенадцати месяцев составляет 5355 рублей за штуку, считают аналитики Промсвязьбанка (ПСБ).

🔹 ""Т-Инвестиции"" сохраняют позитивную оценку акций МКПАО ""Яндекс"" с прогнозной стоимостью на уровне 5100 рублей за штуку, говорится в материале аналитиков брокера.

🔹 Акции ПАО ""Распадская"" в настоящее время не являются интересными для покупки, говорится в материале аналитиков брокера ""Т-Инвестиции"". Эмитент отчитался за 2024 год по МСФО, результаты оказались слабыми, констатируют эксперты. 

🔹 ""БКС Мир инвестиций"" (""БКС МИ"") сохраняет негативную оценку акций ПАО ""Распадская"" , сообщается в материале аналитиков.

🔹 Акции ""Мечела"" могут быть интересны для долгосрочных вложений, считают аналитики телеграм-канала ""Мои Инвестиции"".

🔹 ""Финам"" открыл торговую идею ""покупать акции МКПАО ""Хэдхантер"" с целью 4500 рублей за штуку"" с горизонтом инвестирования 3-4 недели. Цена входа: текущая рыночная, потенциальная доходность: 19,42%, стоп-приказ: 3400 рублей.

🔹 Вероятны колебания индекса S&P 500 в диапазоне 6080-6160 пунктов на торгах в пятницу при средней волатильности котировок, считает Freedom Finance.

🔹 Целевой ориентир для пары рубль/юань до конца февраля составляет 11,8-12,3 руб./юань, для пары рубль/доллар - 86-89 руб./$1, говорится в комментарии Freedom Finance Global.

🔹 ""Велес Капитал"" подтверждает рекомендацию ""покупать"" для акций ""Распадской"" с целевой ценой 246 рублей за бумагу.

#экспертыотмечают #прогноз
@ifax_go"
2025-02-21 12:37:19,"**OpenAI с декабря нарастила число пользователей на 33%, до 400 млн**

Число еженедельно активных пользователей (WAU) сервисов американской OpenAI в феврале выросло на 33% по сравнению с декабрем и составило 400 млн, заявил CNBC главный операционный директор разработчика ChatGPT Брэд Лайткеп.

Количество бизнес-пользователей с платной подпиской с сентября 2024 года увеличилось примерно вдвое, до 2 млн. По словам Лайткепа, многие сотрудники рекомендуют ChatGPT своим работодателям после личного использования.

В число крупнейших корпоративных клиентов OpenAI входят Uber, Morgan Stanley , Moderna и T-Mobile.

Трафик со стороны разработчиков за последние полгода также удвоился, в том числе вырос впятеро для ИИ-модели o3. Разработчики интегрируют сервисы OpenAI в собственные приложения. Лайткеп сравнивает такое использование с облачными сервисами, которые около 20 лет назад начала развивать Amazon.

""ИИ будет как облачные сервисы, - говорит он. - Вы не сможете вести бизнес, если он в конечном счете не будет работать на этих очень мощных моделях, скрытых под капотом"".

Вместе с тем конкуренция со стороны китайской DeepSeek, которая недавно произвела фурор своей дешевой, но сравнимой по качеству с разработками OpenAI ИИ-моделью, не изменила мыслей американской компании в отношении открытого исходного кода, планов разработки продуктов или масштабной инвестпрограммы, сказал топ-менеджер. Модель DeepSeek имеет открытый исходный код, OpenAI - закрытый.

@ifax_go"
2025-02-21 12:26:06,"**Рубль днем развернулся вниз и дешевеет в паре с юанем перед выходными**

Китайский юань отыграл утренние потери и перешел к повышению на Московской бирже днем в пятницу. Рубль растерял рост и дешевеет в рамках коррекции перед выходными днями, а также в ожидании новостей относительно российско-американских переговоров и урегулирования российско-украинского конфликта. По словам пресс-секретаря президента РФ Дмитрия Пескова, пока не ожидается промежуточных российско-американских контактов на высшем уровне до проведения встречи президентов России и США.

Курс китайской валюты в 15:00 мск составил 12,1225 руб., что на 10,45 коп. выше уровня закрытия предыдущих торгов. При этом ранее в ходе торгов юань снижался до 11,907 руб. впервые с 29 августа 2024 года.

@ifax_go"
2025-02-21 12:25:21,"**""Магнит"" увеличил объем размещения бондов с плавающими купонами до 42,4 млрд рублей**

ПАО ""Магнит"" увеличило объем размещения облигаций серии БО-005Р-03 со сроком обращения 1,5 года более чем в 4 раза - с не менее 10 млрд рублей до 42,4 млрд рублей, сообщил ""Интерфаксу"" источник на финансовом рынке.

Финальный ориентир спреда к ключевой ставке ЦБ установлен в размере 200 б.п., не изменившись в ходе маркетинга. По выпуску предусмотрены переменные ежемесячные купоны, которые будут рассчитываться по формуле: сумма доходов за каждый день купонного периода, исходя из значения ключевой ставки Банка России, плюс спред.

Сбор заявок прошел 21 февраля c 11:00 до 15:00 мск. Техразмещение запланировано на 5 марта. Выпуск будет доступен для приобретения неквалифицированным инвесторам при условии прохождения теста №8.

@ifax_go"
